Mean	Min	Max	Segment	Timing	Time
0.0684617974620986	0.0383302859700519	0.112889771822122	1-4N-II	Pre-CNV	ECA
0.077980103167053	0.0463180724379532	0.123036214666768	2-4N-II	Pre-CNV	ECA
0.0775408817915523	0.0431950578120266	0.128334442842455	3-4N-II	Pre-CNV	ECA
0.0878093971254364	0.0504677544940689	0.142014283023216	4-4N-II	Pre-CNV	ECA
0.097819645931629	0.0569474806171561	0.15669313461427	5-4N-II	Pre-CNV	ECA
0.0645409930026292	0.031791685690751	0.116545948458633	6-4N-II	Pre-CNV	ECA
0.0864895888655615	0.0460779080880733	0.147840539538131	7-4N-II	Pre-CNV	ECA
0.0561408367403834	0.0237649314874024	0.11201314549121	8-4N-II	Pre-CNV	ECA
0.0755223451042733	0.032892236212072	0.147976290223953	9-4N-II	Pre-CNV	ECA/MRCA
0.110944578593814	0.0607595868916032	0.185912469092642	10-4N-II	Pre-CNV	ECA/MRCA
0.103728266752409	0.0555837118846142	0.176571924277269	11-4N-II	Pre-CNV	ECA/MRCA
0.0827288285762175	0.0408698359742519	0.149090093300547	12-4N-II	Pre-CNV	ECA
0.059512517029341	0.0210272283743441	0.132422051814818	13-4N-II	Pre-CNV	ECA
0.0466118630733109	0.012915997515539	0.11832651830275	14-3N-II	Pre-CNV	ECA
0.0806481350977694	0.0300535241551955	0.173958497423078	15-4N-II	Pre-CNV	ECA/MRCA
0.0848242367360953	0.032321787465906	0.180556724078743	16-3N-II	Pre-CNV	ECA/MRCA
0.0929303139818141	0.037746768498387	0.190267748996846	17-4N-II	Pre-CNV	ECA/MRCA
0.149008671195316	0.0740511508305275	0.26744465386993	18-4N-II	Pre-CNV	ECA/MRCA
0.0647031696539606	0.0155343448016199	0.176295736939606	19-4N-II	Pre-CNV	ECA/MRCA
0.0433148279719078	0.00731095399196701	0.13786399131746	20-4N-II	Pre-CNV	ECA/MRCA
0.141959571204662	0.04346915430749	0.342020814088461	21-4N-II	Pre-CNV	ECA/MRCA
0.118736811520425	0.0323170748249323	0.304178684905887	22-4N-II	Pre-CNV	ECA/MRCA
