Mean	Min	Max	Segment	Timing	Time
0.134588945869067	0.0914716653645519	0.190995650874081	2-4N-II	Pre-CNV	MRCA
0.195245356495644	0.136996486233003	0.269894038678468	4-4N-II	Pre-CNV	MRCA
0.168574357944336	0.113413663006553	0.241206412758319	5-4N-II	Pre-CNV	MRCA
0.105156781292011	0.0600821901286958	0.170818662970031	7-4N-IV	Pre-CNV	MRCA
0.190000430943006	0.124360822468752	0.277954132393448	8-4N-II	Pre-CNV	MRCA
0.125271102555095	0.0677932535400502	0.21173594632553	9-4N-II	Pre-CNV	MRCA
0.147967959270784	0.0892067625004389	0.23083197394636	10-4N-II	Pre-CNV	MRCA
0.155271130760845	0.0948436404993841	0.239803668215829	11-4N-II	Pre-CNV	MRCA
0.169798883407462	0.106525458519587	0.256863795369891	12-4N-IV	Pre-CNV	MRCA
0.277147484946437	0.181860299567489	0.40462351746846	13-4N-II	Pre-CNV	MRCA
0.158088687558146	0.0820121566440399	0.275377426832781	15-4N-II	Pre-CNV	MRCA
0.176760862494956	0.0950016253916945	0.300249081168165	16-4N-II	Pre-CNV	MRCA
0.167493882279448	0.088881033448839	0.287115014704314	17-4N-II	Pre-CNV	MRCA
0.124337027415682	0.0572503498256435	0.234953246663724	18-4N-II	Pre-CNV	MRCA
0.0906087016002773	0.0307503793051576	0.206297271686194	20-4N-II	Pre-CNV	MRCA
0.106237914344261	0.0266456544178202	0.283431356754792	22-4N-II	Pre-CNV	MRCA
