Mean	Min	Max	Segment	Timing	Time
0.0295100333841106	0.0113698765243234	0.0623987223904422	1-4N-II	Pre-CNV	MRCA
0.0405221963209557	0.0189953478641549	0.0756674723525634	2-4N-II	Pre-CNV	MRCA
0.0274395492214411	0.00933026220764828	0.0624063003954564	3-4N-II	Pre-CNV	MRCA
0.00791735403166214	0.000549796565737829	0.0342189629234422	4-4N-II	Pre-CNV	MRCA
0.0199817095423533	0.0048237821618385	0.0543010601205841	5-4N-II	Pre-CNV	MRCA
0.0260498432670758	0.00760917081613316	0.0643498449270058	6-4N-II	Pre-CNV	MRCA
0.0283427017535899	0.00772243230906393	0.0725685733274777	8-4N-II	Pre-CNV	MRCA
0.043562623560017	0.0135792230255656	0.103951831990795	9-4N-II	Pre-CNV	MRCA
0.0349153499018565	0.0104942734969808	0.0849603124154908	10-4N-II	Pre-CNV	MRCA
0.0237348802166483	0.00503558519432817	0.0684872490275718	11-4N-II	Pre-CNV	MRCA
0.0214592629920356	0.0040952900825749	0.0648768999780942	12-4N-II	Pre-CNV	MRCA
0.0188186203348052	0.00191473967334102	0.0721897633079836	13-4N-II	Pre-CNV	MRCA
0.0115035288167481	0.000291244133724173	0.0640935603043095	14-4N-II	Pre-CNV	MRCA
0.0232459092012691	0.0023080301411136	0.0899015170687001	15-4N-II	Pre-CNV	MRCA
0.00662258330842249	6.50383454312206e-06	0.0619105816715328	16-4N-II	Pre-CNV	MRCA
0.0260011985772508	0.00314886577433714	0.0939252693535529	17-4N-II	Pre-CNV	MRCA
0.0318455305593998	0.00485181140655584	0.105590241937706	18-4N-II	Pre-CNV	MRCA
0.0272430976796908	0.00195964398777978	0.116532368432729	19-4N-II	Pre-CNV	MRCA
0.0378599745523118	0.00537773891210979	0.128968038026613	20-4N-II	Pre-CNV	MRCA
0.0452491212997719	0.00325484897312244	0.19355314643581	21-4N-II	Pre-CNV	MRCA
0.0145645305850336	1.4303375693716e-05	0.136155110218922	22-4N-II	Pre-CNV	MRCA
