Mean	Min	Max	Segment	Timing	Time
0.0856802319291607	0.0514679260525974	0.134032768430348	1-4N-II	Pre-CNV	ECA
0.0831771391071152	0.0504486934413274	0.129160387169116	2-4N-II	Pre-CNV	ECA
0.0505030444981945	0.0137308354446546	0.129448620090201	3-2N-II	Pre-CNV	ECA
0.120670271721645	0.0735803214728048	0.186615302418631	4-4N-II	Pre-CNV	ECA
0.0476563525499911	0.0205484436963611	0.0939784165676831	5-4N-II	Pre-CNV	ECA
0.0724603299605086	0.0375607953112942	0.126290142123236	6-4N-II	Pre-CNV	ECA
0.116271371935149	0.0164626730552888	0.396554490774269	7-3N-II	Pre-CNV	ECA/MRCA
0.0911992258182338	0.0473117040134143	0.158861513261217	7-4N-II	Pre-CNV	ECA
0.12647931016016	0.0747736598072677	0.200268040108639	8-4N-II	Pre-CNV	ECA
0.0824787919271413	0.0295585077588676	0.182024717049437	9-3N-II	Pre-CNV	ECA
0.0623789296451445	0.00983250600240297	0.204079512827451	9-4N-II	Pre-CNV	ECA
0.036458544157981	0.00424102075895143	0.133590991376752	10-2N-II	Pre-CNV	ECA
0.100160706263347	0.0419918797415281	0.201061875653845	10-3N-II	Pre-CNV	ECA
0.093794925391972	0.0361709009408121	0.198220303264169	12-4N-II	Pre-CNV	ECA
0.048737414279489	0.0102683491754698	0.141073903916636	14-2N-II	Pre-CNV	ECA
0.071133360455342	0.00406138156184559	0.324960010303825	14-3N-II	Pre-CNV	ECA/MRCA
0.0867506898213312	0.0234329187355037	0.223090134360297	15-2N-II	Pre-CNV	ECA
0.0707844621334929	0.00424967993973538	0.318904992312984	15-3N-II	Pre-CNV	ECA/MRCA
0.057192443972223	0.000210336594278649	0.448838829564207	15-4N-II	Pre-CNV	ECA/MRCA
0.0810043348365183	0.029539911718652	0.176966592161936	16-3N-II	Pre-CNV	ECA
0.0686388230411484	0.0141034573149863	0.200917332616191	17-2N-II	Pre-CNV	ECA
0.0334902014368636	0.000215213803374741	0.241182619734521	17-4N-II	Pre-CNV	ECA/MRCA
0.0937774075637582	0.00453884770999166	0.447760352140364	19-3N-II	Pre-CNV	ECA/MRCA
0.126791849234738	0.0337967509771567	0.328246193562429	19-4N-II	Pre-CNV	ECA/MRCA
0	0	0.206037414920296	20-3N-II	Pre-CNV	ECA/MRCA
0.0981594388599852	0.0198352690051217	0.289460603975457	21-4N-II	Pre-CNV	ECA/MRCA
0.147215664450625	0.0430017611288721	0.363660736116486	22-3N-II	Pre-CNV	ECA/MRCA
