Mean	Min	Max	Segment	Timing	Time
0.0443311576427406	0.02103779969181	0.0821017146000459	1-4N-II	Pre-CNV	ECA
0.0219512862020248	0.00725900764259665	0.0507104608738672	2-3N-II	Pre-CNV	ECA
0.0314491946123336	0.0116842863057161	0.0679570458753785	3-4N-II	Pre-CNV	ECA
0.0225448980363434	0.00608978170287642	0.0579769952541669	5-4N-II	Pre-CNV	ECA
0.0303043201150021	0.00992412048365058	0.0703869496270794	6-4N-II	Pre-CNV	ECA
0.0222499163719602	0.00523765582928026	0.0611940699082323	7-4N-II	Pre-CNV	ECA
0.00853924932526587	0.00036506076856762	0.0420889618061583	8-3N-II	Pre-CNV	ECA
0.00405233700070753	1.59798893564721e-06	0.0420120367585665	9-4N-II	Pre-CNV	ECA
0.0696758634703313	0.0318602415624897	0.132266492522059	10-4N-II	Pre-CNV	ECA/MRCA
0	0	0.0285200095636302	11-3N-II	Pre-CNV	ECA
0.044259730260281	0.0158528302196743	0.0977096108379293	12-4N-II	Pre-CNV	ECA/MRCA
0.0735279136434631	0.0296327228682322	0.151272951367226	13-3N-II	Pre-CNV	ECA/MRCA
0.0171977757788735	0.00122849718005381	0.0737146582217188	14-4N-II	Pre-CNV	ECA
0.00782294536370209	2.31261729166109e-05	0.0633549195296807	15-4N-II	Pre-CNV	ECA
0.0326493348456311	0.00533001456186919	0.105330813858113	16-4N-II	Pre-CNV	ECA/MRCA
0	0	0.199366096382846	17-3N-III	Pre-CNV	ECA/MRCA
0.0232717332369112	0.00216104077600813	0.0919920578893993	18-4N-II	Pre-CNV	ECA/MRCA
0.0743067773401691	0.02061145881955	0.188531895350852	19-4N-II	Pre-CNV	ECA/MRCA
0.0582086591507714	0.0137416389792298	0.159875102294631	20-4N-II	Pre-CNV	ECA/MRCA
0.0358976340653706	0.00150137787273732	0.177910046383513	21-4N-II	Pre-CNV	ECA/MRCA
0	0	0.107641813359977	22-3N-II	Pre-CNV	ECA/MRCA
