Mean	Min	Max	Segment	Timing	Time
0.0181609519084736	0.00494824815928457	0.0464992498500936	1-4N-II	Pre-CNV	ECA
0.00444828614784575	0.000127147001266751	0.0241270989959715	2-3N-II	Pre-CNV	ECA
0.0129490009558007	0.00217466138353435	0.0412990171264803	3-4N-II	Pre-CNV	ECA
0.00592751745746957	0.000166966465248137	0.0322561768215048	5-4N-II	Pre-CNV	ECA
0.0143779494303915	0.00226633055233218	0.04703903917403	6-4N-II	Pre-CNV	ECA
0.0105710297341206	0.000886979966071024	0.043152893328822	7-4N-II	Pre-CNV	ECA
0.0111464462189222	0.000868511997377667	0.0465502867538505	8-3N-II	Pre-CNV	ECA
0.0124344861465179	0.000709950892847207	0.0568047217287312	9-4N-II	Pre-CNV	ECA
0.00580677433468922	5.07629031597702e-05	0.0397264823004281	10-4N-II	Pre-CNV	ECA
0	0	0.0284346554013288	11-4N-II	Pre-CNV	ECA
0.0300464168084316	0.00804483894671055	0.0776116990529468	12-4N-II	Pre-CNV	ECA
0.0200941871064581	0.00227940876141347	0.0742786497645446	13-3N-II	Pre-CNV	ECA
0.0188533724519864	0.00124365305246889	0.0827066961166158	15-4N-II	Pre-CNV	ECA
0	0	0.199349967851886	17-2N-II	Pre-CNV	ECA/MRCA
0.0164671328752413	0.000719324015882041	0.0807245581790846	18-4N-II	Pre-CNV	ECA
0	0	0.0669976652142392	19-4N-II	Pre-CNV	ECA
0.0326757936852429	0.00370661873594001	0.120786863487731	20-4N-II	Pre-CNV	ECA
0	0	0.112844792535577	21-4N-II	Pre-CNV	ECA/MRCA
0.01733179139619	4.89341843141541e-05	0.141275575596872	22-4N-II	Pre-CNV	ECA/MRCA
