Mean	Min	Max	Segment	Timing	Time
0.0217910136737839	0.00686754774453206	0.0516907148173322	1-4N-II	Pre-CNV	MRCA
0.00940581732867041	0.00131890099260634	0.03219742711875	2-4N-II	Pre-CNV	MRCA
0.0103119631817542	0.0012488265813123	0.0372503566146215	3-4N-II	Pre-CNV	MRCA
0.0241546977634317	0.0072474546906189	0.0588302405399447	4-4N-II	Pre-CNV	MRCA
0.0156561794593043	0.00292566067705667	0.0477607015304236	5-4N-II	Pre-CNV	MRCA
0.0206601764768321	0.00491894957519663	0.0565168962460121	6-4N-II	Pre-CNV	MRCA
0.00978799707315396	0.000704067864907714	0.0418681639862694	7-4N-II	Pre-CNV	MRCA
0.0127542161506044	0.00129770425416162	0.0489262139684122	8-4N-II	Pre-CNV	MRCA
0.0138173281786225	0.000993904746470994	0.0591036304681133	9-4N-II	Pre-CNV	MRCA
0.00583113395270809	5.0975855284173e-05	0.0398931362598029	10-4N-II	Pre-CNV	MRCA
0.00019270689947356	3.65341399687211e-67	0.0288386335968178	11-4N-II	Pre-CNV	MRCA
0.0202345649014395	0.00360081062815214	0.0630132596018648	12-4N-II	Pre-CNV	MRCA
0.0230005633778903	0.00321468108603533	0.0788311506276766	13-4N-II	Pre-CNV	MRCA
0	0	0.0424351315900633	14-4N-II	Pre-CNV	MRCA
0.035794632229127	0.00667460751856927	0.109294702375928	15-4N-II	Pre-CNV	MRCA
0.0147392007967136	0.000509825725463085	0.0765009884435715	16-4N-II	Pre-CNV	MRCA
0	0	0.202742719606501	17-2N-II	Pre-CNV	MRCA
0.0136092007233399	0.000344555130733179	0.0758256132661577	18-4N-II	Pre-CNV	MRCA
0.042226799869669	0.00637730540476319	0.140490986455829	19-4N-II	Pre-CNV	MRCA
0	0	0.0627795947449658	20-4N-II	Pre-CNV	MRCA
0.000911294086813156	6.92497616401962e-56	0.113962849619003	21-4N-II	Pre-CNV	MRCA
0	0	0.107453598397911	22-4N-II	Pre-CNV	MRCA
