Mean	Min	Max	Segment	Timing	Time
0.122052863229173	0.0803509578584354	0.1777270207896	1-4N-II	Pre-CNV	MRCA
0.123597985605789	0.0827597479253844	0.177534690909091	2-4N-II	Pre-CNV	MRCA
0.133806344585066	0.0874384247857901	0.196000566151823	3-4N-II	Pre-CNV	MRCA
0.168277808142633	0.114608303938799	0.238394523353301	4-4N-II	Pre-CNV	MRCA
0.118417646925671	0.0731134781642411	0.18137630401474	5-4N-II	Pre-CNV	MRCA
0.0655875738457758	0.0325943133678154	0.117718290114538	6-2N-II	Pre-CNV	MRCA
0.0668846300816658	0.0324174844343458	0.122118300527462	7-4N-II	Pre-CNV	MRCA
0.159711131171446	0.100721393566158	0.240618499288182	8-4N-II	Pre-CNV	MRCA
0.102229413524222	0.0512207911558679	0.182452001475779	9-4N-II	Pre-CNV	MRCA
0.138941019738485	0.0822637992683027	0.219751316569078	10-4N-II	Pre-CNV	MRCA
0.144159963355178	0.0854383306654225	0.227834893205762	11-4N-II	Pre-CNV	MRCA
0.0877680056690918	0.0388158018395951	0.170280492259625	13-4N-II	Pre-CNV	MRCA
0.121764851124553	0.0598258196726421	0.220264437049427	14-4N-II	Pre-CNV	MRCA
0.0958341544973045	0.0395774615611328	0.194200644425529	15-4N-II	Pre-CNV	MRCA
0.0713914461736112	0.0244298674843283	0.161784686396192	16-4N-II	Pre-CNV	MRCA
0.110505093953316	0.049169478487704	0.213549968614146	17-4N-II	Pre-CNV	MRCA
0.125221538338704	0.0578468487395733	0.236112300706134	18-4N-II	Pre-CNV	MRCA
0.0889941142380394	0.0284760698181809	0.209361645824142	19-4N-II	Pre-CNV	MRCA
0.0718914111288585	0.0205085263340919	0.179792058071589	20-4N-II	Pre-CNV	MRCA
0.197436987359538	0.076379894830643	0.416457974904462	21-4N-II	Pre-CNV	MRCA
0.129769967512649	0.0386310400382586	0.317384475286472	22-4N-II	Pre-CNV	MRCA
