Mean	Min	Max	Segment	Timing	Time
0.0663975033703373	0.0368479698622315	0.110195800653978	1-4N-II	Pre-CNV	MRCA
0.0741556183184178	0.043494292981212	0.118122625189245	2-4N-II	Pre-CNV	MRCA
0.110863016850104	0.063986980459537	0.178735870481816	3-3N-III	Pre-CNV	MRCA
0.0740187610419029	0.0402637575690344	0.124643809818955	4-4N-II	Pre-CNV	MRCA
0.0286447041799813	0.000725221120195553	0.159598076729793	5-3N-III	Pre-CNV	MRCA
0.0568979733671711	0.0246112285140891	0.111975611940798	8-2N-II	Pre-CNV	MRCA
0.122123257050843	0.0654943160662202	0.207763111203247	9-4N-II	Pre-CNV	MRCA
0.0835981433195496	0.0412913017100998	0.150676749800987	10-4N-II	Pre-CNV	MRCA
0.106833764087277	0.0580696100784388	0.180002055447881	11-3N-II	Pre-CNV	MRCA
0.0557940833516855	0.0229225973823553	0.113428463901212	12-4N-II	Pre-CNV	MRCA
0.0931521696833995	0.0423944997783236	0.177381729332147	13-4N-II	Pre-CNV	MRCA
0.0792725130188479	0.0293327818905075	0.171706828160641	15-4N-II	Pre-CNV	MRCA
0.0853715364590636	0.0325608233470087	0.181619805984089	16-4N-II	Pre-CNV	MRCA
0.219540149008485	0.059817301631278	0.562109975970436	17-2N-II	Pre-CNV	MRCA
0.104722799566101	0.0443150808151308	0.208989529998573	18-4N-II	Pre-CNV	MRCA
0.160600289007103	0.0539737085915221	0.367670713458257	21-4N-II	Pre-CNV	MRCA
0.113020757339861	0.0299904270448068	0.293256351025259	22-4N-II	Pre-CNV	MRCA
