Mean	Min	Max	Segment	Timing	Time
0.0371117301210244	0.000513097572135367	0.233774717421561	1-3N-II	Pre-CNV	ECA/MRCA
0.125726706327803	0.081177781492231	0.18593484811677	1-4N-II	Pre-CNV	ECA
0.166884821464129	0.118646045794311	0.228177849365201	2-4N-II	Pre-CNV	ECA
0.167156751741344	0.114651919462731	0.235440961772765	3-4N-II	Pre-CNV	ECA
0.135049897948748	0.0874645713227891	0.199238198522047	4-4N-II	Pre-CNV	ECA
0.119875333094156	0.0741141912192544	0.18341567976238	5-4N-II	Pre-CNV	ECA
0.161655081496082	0.106422252598077	0.235393707854708	6-4N-II	Pre-CNV	ECA
0.16626515625143	0.106655207583734	0.247158350159643	7-4N-II	Pre-CNV	ECA
0.242305756729162	0.167734318837841	0.338713585732952	8-4N-II	Pre-CNV	ECA/MRCA
0.247991735181176	0.100885870556602	0.507259041331939	9-2N-II	Pre-CNV	ECA/MRCA
0.270726740554386	0.167840594018935	0.413343878837045	9-4N-II	Pre-CNV	ECA/MRCA
0.155647241279048	0.0950865487782976	0.240358905020306	10-4N-II	Pre-CNV	ECA
0.16922110076482	0.105847488302096	0.256585131757056	11-4N-II	Pre-CNV	ECA
0.208950785125077	0.109786247164951	0.360715005120916	12-4N-II	Pre-CNV	ECA/MRCA
0.182056373112089	0.106790322736152	0.289978935706856	13-4N-II	Pre-CNV	ECA/MRCA
0.174660456684395	0.053659114885503	0.420062562904746	14-3N-II	Pre-CNV	ECA/MRCA
0.161101777743014	0.0758748324689374	0.299882740597722	14-4N-II	Pre-CNV	ECA/MRCA
0.0978077561471747	0.0406576899607581	0.197390853593644	15-4N-II	Pre-CNV	ECA
0.136636196462754	0.0643521670651074	0.254341309165821	16-3N-II	Pre-CNV	ECA/MRCA
0.11470998143311	0.0519555772223244	0.219121695123504	17-4N-II	Pre-CNV	ECA
0.136384681482398	0.0609612853076029	0.262784160843896	18-4N-II	Pre-CNV	ECA/MRCA
0.169165454844207	0.0785745981319392	0.317818998908593	19-4N-II	Pre-CNV	ECA/MRCA
0.131956895578161	0.0560660872607921	0.262665479846162	20-4N-II	Pre-CNV	ECA/MRCA
0.0859510351813981	0.016436802986828	0.259621519964701	21-4N-II	Pre-CNV	ECA/MRCA
0.25123815259183	0.112582651853168	0.483286551075077	22-4N-II	Pre-CNV	ECA/MRCA
