Mean	Min	Max	Segment	Timing	Time
0.0054908652318743	0.000234739542704107	0.0270638329230332	1-3N-II	Pre-CNV	ECA
0.0418571668113151	0.0197959159749212	0.0776980033957583	2-3N-II	Pre-CNV	ECA
0.0208162557244467	0.00290939062926515	0.0713447476723765	3-2N-II	Pre-CNV	ECA
0.042260986268818	0.010852218748905	0.111454562483054	3-3N-III	Pre-CNV	ECA
0	0	0.0198485860888855	4-3N-II	Pre-CNV	ECA
0	0	0.0321670614006597	5-2N-II	Pre-CNV	ECA
0.0243622852798084	0.000716735443784432	0.131280709933382	5-3N-II	Pre-CNV	ECA/MRCA
0	0	0.0287873870486482	6-3N-II	Pre-CNV	ECA
0.0110716548672043	0.000995144738215032	0.0442263892113973	7-4N-II	Pre-CNV	ECA
0.00287711801130633	4.42408545167004e-08	0.040030659263437	9-3N-II	Pre-CNV	ECA
0	0	0.0318618195408312	12-3N-II	Pre-CNV	ECA
0.148558687329496	0.0179911462397579	0.536645058141336	12-4N-II	Pre-CNV	MRCA
0	0	0.0503424621267236	14-4N-II	Pre-CNV	ECA
0.0235863748640737	0.00239984477602794	0.0904792587574395	15-3N-II	Pre-CNV	ECA
0.0334790457854772	0.00127768438160307	0.169712846622984	16-3N-II	Pre-CNV	ECA/MRCA
0.0110901243916626	0.000160342719072708	0.069267972648103	17-3N-II	Pre-CNV	ECA
0	0	0.0836076971936663	18-2N-II	Pre-CNV	ECA/MRCA
0	0	0.126165282677575	18-3N-II	Pre-CNV	ECA/MRCA
0.0640095505789162	0.0087703110644539	0.221028061816587	22-3N-II	Pre-CNV	ECA/MRCA
