Mean	Min	Max	Segment	Timing	Time
1.31200719652595	1.11398821900348	1.53507694986769	1-3N-II	Pre-CNV	ECA
1.64214681677095	1.48208454006745	1.8147829441367	2-4N-II	Pre-CNV	> ECA, < MRCA
1.67077022656768	1.4939048651335	1.86281639677373	3-3N-II	Pre-CNV	ECA/MRCA
2.80532881915327	2.56992624442395	3.05649795631541	4-4N-II	Pre-CNV	> MRCA
1.96966705540207	1.76241406623372	2.194594058227	6-4N-II	Pre-CNV	MRCA
1.79387052577383	1.56907594543284	2.04183173306947	7-2N-II	Pre-CNV	MRCA
2.15949528161445	1.92378402022103	2.41611728314969	8-4N-II	Pre-CNV	MRCA
1.11975889215806	0.886800753284573	1.39516721813834	9-4N-II	Pre-CNV	ECA
1.66678374058407	1.28100216090583	2.13225041269529	9-4N-IV	Pre-CNV	ECA/MRCA
1.63185829013518	1.41853975077025	1.8682011277335	10-3N-II	Pre-CNV	ECA/MRCA
1.4691488980655	1.2679952879099	1.69314759516834	11-4N-II	Pre-CNV	ECA
1.87846825870803	1.65061994698512	2.128978159862	12-4N-II	Pre-CNV	MRCA
2.43252268571181	2.12955677722041	2.76650339632951	13-3N-II	Pre-CNV	MRCA
1.59438907566018	1.34001020648266	1.88300782547699	14-4N-II	Pre-CNV	ECA/MRCA
1.22039770763325	0.985197694321519	1.49482609413847	15-4N-II	Pre-CNV	ECA
1.19296523027154	0.758311541483254	1.78618346725079	16-2N-II	Pre-CNV	ECA/MRCA
0.977391631832793	0.769041074356796	1.22480227285323	17-4N-II	Pre-CNV	ECA
1.98210809196905	1.67317887574266	2.33154575826406	18-4N-II	Pre-CNV	MRCA
1.03173834853591	0.780876238600102	1.33755465363718	19-4N-II	Pre-CNV	ECA
1.25848252700977	0.988110905611498	1.58000627934136	20-4N-II	Pre-CNV	ECA
1.97721898666173	1.52478840044007	2.52184306862119	21-4N-II	Pre-CNV	ECA/MRCA
