Mean	Min	Max	Segment	Timing	Time
0.0317872318908764	0.0127801158491109	0.0654938466013234	1-4N-II	Pre-CNV	MRCA
0.0382203711787825	0.0174128580025692	0.0727293091137764	2-4N-III	Pre-CNV	MRCA
0.0468630501149142	0.0215614217094169	0.0885992698703046	3-4N-II	Pre-CNV	MRCA
0.0431875861344579	0.0186925840050547	0.0849591951685199	4-3N-II	Pre-CNV	MRCA
0.0296390055348418	0.00955412268724147	0.0694445975682113	6-4N-II	Pre-CNV	MRCA
0.0158842375162094	0.00117425890688787	0.0673951887680769	9-3N-II	Pre-CNV	MRCA
0.0311794657152232	0.00849535501279773	0.0798318157435419	10-4N-II	Pre-CNV	MRCA
0.0383772899297937	0.012316388434649	0.0901369192445368	11-3N-III	Pre-CNV	MRCA
0.0382153166365156	0.0122280224257815	0.0899028172280159	11-4N-IV	Pre-CNV	MRCA
0.0157023166542291	0.000919589323881559	0.071233170901226	14-4N-II	Pre-CNV	MRCA
0.0521529690913473	0.0142099287861158	0.133532314408655	15-4N-II	Pre-CNV	MRCA
0.0283328137657079	0.0037905086929502	0.09870816945915	16-4N-II	Pre-CNV	MRCA
0.0327444835680385	0.00549912415500208	0.104433924461824	17-4N-II	Pre-CNV	MRCA
0.0132689710664166	0.0003097935087451	0.0752345603701089	18-4N-II	Pre-CNV	MRCA
0.0283869472085577	0.00221186230439129	0.118550837340563	19-4N-II	Pre-CNV	MRCA
0.0176112684620756	0.000496074666122373	0.0958364431044984	20-4N-II	Pre-CNV	MRCA
0	0	0.112158485152226	21-4N-II	Pre-CNV	MRCA
0.0436935917551008	0.00314295699388173	0.186899367774555	22-4N-II	Pre-CNV	MRCA
