Mean	Min	Max	Segment	Timing	Time
0.00472160030397663	0.000134959240452988	0.0256095300902849	1-4N-II	Pre-CNV	ECA
0	0	0.0456437416167739	2-3N-II	Pre-CNV	ECA
0.0231303836662221	0.00564467598051332	0.062532272318546	2-4N-III	Pre-CNV	ECA
0	0	0.0569888953163351	3-3N-II	Pre-CNV	ECA
0.0119395548864612	0.000918390188895354	0.0500577627464424	3-4N-II	Pre-CNV	ECA
0.0077311634792207	0.000509982237106645	0.033915363955822	4-4N-II	Pre-CNV	ECA
0	0	0.175103305740122	5-2N-II	Pre-CNV	ECA/MRCA
0	0	0.0891017349250514	5-3N-II	Pre-CNV	ECA/MRCA
0.0207511098318732	0.00316152595395392	0.0688044654660854	5-4N-II	Pre-CNV	ECA
0.010042553036092	0.000129562964493827	0.0640868592558156	6-4N-II	Pre-CNV	ECA
0.00399228083944806	7.9768909800245e-06	0.0341165829490314	8-3N-II	Pre-CNV	ECA
0	0	0.0286804676454	10-4N-II	Pre-CNV	ECA
0.0130064165375348	0.00116904538080395	0.051954910709732	11-3N-II	Pre-CNV	ECA
0.0221982452024824	0.00310254483001886	0.0760813195084224	12-4N-II	Pre-CNV	ECA
0	0	0.0424351315900633	14-4N-II	Pre-CNV	ECA
0.0234688363970987	0.00238788558019653	0.0900283716063332	15-4N-II	Pre-CNV	ECA/MRCA
0	0	0.0493202415670987	16-4N-II	Pre-CNV	ECA
0	0	0.208089435357121	18-4N-II	Pre-CNV	ECA/MRCA
0.00872890582619911	6.49272243353628e-06	0.084321577225419	19-4N-II	Pre-CNV	ECA/MRCA
0.061773809503622	0.00462832676350121	0.261051243385194	20-3N-II	Pre-CNV	ECA/MRCA
0.0496002324597561	0.00445817819816422	0.198131102536335	20-4N-II	Pre-CNV	ECA/MRCA
0	0	0.141223090661485	21-4N-II	Pre-CNV	ECA/MRCA
