Mean	Min	Max	Segment	Timing	Time
0.00547147187558814	0.000233910458872348	0.0269682453367092	1-4N-III	Pre-CNV	ECA/MRCA
0	0	0.018956256087861	3-4N-II	Pre-CNV	ECA
0	0	0.0339740522236462	9-4N-II	Pre-CNV	ECA/MRCA
0.0403696938559608	0.0134772634854749	0.0927658119273137	10-3N-II	Pre-CNV	ECA/MRCA
0.0174868631306892	0.00250767364447519	0.0593524053300832	11-3N-II	Pre-CNV	ECA/MRCA
0.011725954510516	0.000878552731727462	0.0495529582754475	12-4N-II	Pre-CNV	ECA/MRCA
0.0235405110695173	0.00339707674357957	0.0797076356802372	13-4N-II	Pre-CNV	ECA/MRCA
0	0	0.0426215129083445	14-4N-II	Pre-CNV	ECA/MRCA
0	0	0.0482379194175234	15-3N-II	Pre-CNV	ECA/MRCA
0.0110838777156782	0.000126660531853471	0.0723271173778871	16-3N-II	Pre-CNV	ECA/MRCA
0	0	0.181363486679915	17-3N-III	Pre-CNV	ECA/MRCA
0.0316019927344839	0.00302849697638264	0.123649601362548	19-4N-II	Pre-CNV	ECA/MRCA
0.0183371575546488	0.000578422685580464	0.0972495755227476	20-4N-II	Pre-CNV	ECA/MRCA
0	0	0.113086946382036	21-3N-II	Pre-CNV	ECA/MRCA
0.0326911955517557	0.00115970275111797	0.168662097145513	22-3N-II	Pre-CNV	ECA/MRCA
