Mean	Min	Max	Segment	Timing	Time
0.209912535629535	0.134591863735886	0.312155397773778	1-4N-II	Pre-CNV	MRCA
0.0764411345932781	0.0020588660851186	0.420148571845412	2-2N-II	Pre-CNV	MRCA
0.256203976204415	0.158185577117328	0.392418963594215	2-4N-III	Pre-CNV	MRCA
0.209558297757826	0.122621263969741	0.334400576865788	3-2N-II	Pre-CNV	MRCA
0.328871602493131	0.251654950180987	0.422311698330978	4-4N-II	Pre-CNV	MRCA
0.289943622038441	0.212240219343469	0.386798270798273	5-4N-II	Pre-CNV	MRCA
0.303194673402098	0.225437779493633	0.399115651983176	6-4N-II	Pre-CNV	MRCA
0.264295054252044	0.189179584051038	0.359314947317686	7-4N-II	Pre-CNV	MRCA
0.347302295551175	0.122496959856952	0.773561490213827	8-2N-II	Pre-CNV	MRCA
0.387401677328514	0.274820528734659	0.530653509994048	8-4N-III	Pre-CNV	MRCA
0.276597410838231	0.186659453008678	0.394790636645973	9-4N-II	Pre-CNV	MRCA
0.213280647158722	0.124243836607795	0.341482976922427	10-3N-II	Pre-CNV	MRCA
0.268834299106142	0.182383538476194	0.382060260451255	11-3N-II	Pre-CNV	MRCA
0.282534191522989	0.198791164569833	0.389662589752995	12-4N-II	Pre-CNV	MRCA
0.248107764780607	0.154311191723526	0.377867869965532	14-4N-II	Pre-CNV	MRCA
0.227899470170088	0.133692519401874	0.362973925014287	15-4N-II	Pre-CNV	MRCA
0.223770665261087	0.129688192349914	0.359657112134308	16-4N-II	Pre-CNV	MRCA
0.266907764360345	0.11464251665355	0.527637784897162	17-2N-II	Pre-CNV	MRCA
0.255420740340945	0.04460903124537	0.801635500921057	17-4N-II	Pre-CNV	MRCA
0.338664960000314	0.218921847138821	0.500379285857363	18-4N-II	Pre-CNV	MRCA
0.345714934670865	0.208252569010054	0.539659623819581	19-4N-II	Pre-CNV	MRCA
0.121236096791373	0.0105350377256223	0.489504192782195	20-3N-II	Pre-CNV	MRCA
0.250490166250351	0.114360980885872	0.475998366685484	20-4N-II	Pre-CNV	MRCA
0.213731510166273	0.0850988759304718	0.443007527820371	21-3N-II	Pre-CNV	MRCA
0.223533222891363	0.0937151959493047	0.448718971163378	22-3N-II	Pre-CNV	MRCA
