Mean	Min	Max	Segment	Timing	Time
0.0633847914849371	0.0346099035446088	0.106444974970278	1-4N-II	Pre-CNV	ECA
0.210402600545997	0.142672832960352	0.299136976852242	2-3N-II	Pre-CNV	ECA/MRCA
0.0719327333908143	0.0392920388963842	0.120767147784393	3-4N-II	Pre-CNV	ECA/MRCA
0.0761764789052369	0.0409416949570505	0.129394694476421	5-4N-II	Pre-CNV	ECA/MRCA
0.0555404615594889	0.0257213200071959	0.104551781462873	6-4N-II	Pre-CNV	ECA/MRCA
0.124397353024277	0.073006842079932	0.198062003377364	8-3N-II	Pre-CNV	ECA/MRCA
0.0659141793328829	0.0268146410571453	0.134825313408742	9-4N-II	Pre-CNV	ECA/MRCA
0.0671173206336798	0.0301012216664811	0.129037745440559	10-4N-II	Pre-CNV	ECA/MRCA
0.0850946251842421	0.0423522782974895	0.152571632468516	11-3N-II	Pre-CNV	ECA/MRCA
0.0679321107387465	0.030801555275753	0.129674171599593	12-4N-II	Pre-CNV	ECA/MRCA
0.0817055535694239	0.0348195317653783	0.162329068944774	13-3N-II	Pre-CNV	ECA/MRCA
0.0645124396342126	0.0226478833549946	0.144078523973041	14-4N-II	Pre-CNV	ECA/MRCA
0.039178431938895	0.008079534553119	0.114496003750869	15-4N-II	Pre-CNV	ECA/MRCA
0.0511157662305801	0.013471189768142	0.133084862118754	16-4N-II	Pre-CNV	ECA/MRCA
0	0	0.199350528051029	17-2N-II	Pre-CNV	ECA/MRCA
0.0552480772332476	0.0151497432348085	0.140999239342871	18-4N-II	Pre-CNV	ECA/MRCA
0.0874197057734703	0.0275720532306466	0.207282184638482	19-4N-II	Pre-CNV	ECA/MRCA
0.0672524984217163	0.0179665550860768	0.173911774844529	20-4N-II	Pre-CNV	ECA/MRCA
0.139186682960788	0.0421223320863798	0.337452376957869	21-4N-II	Pre-CNV	ECA/MRCA
0.120885603855779	0.0339782188104367	0.304639660305602	22-4N-II	Pre-CNV	ECA/MRCA
