Mean	Min	Max	Segment	Timing	Time
0.129924873340246	0.0862644397266897	0.187899866812431	1-3N-II	Pre-CNV	ECA
0.171348410713778	0.122458423110295	0.233256633654851	2-4N-II	Pre-CNV	ECA
0.172092843603336	0.118679492760291	0.24131614608847	3-3N-II	Pre-CNV	ECA
0.168796247354032	0.115038488834379	0.238998032820924	4-4N-II	Pre-CNV	ECA
0.166949116632493	0.111910291363869	0.239590081462857	5-3N-II	Pre-CNV	ECA
0.152219880453775	0.0988665962030416	0.224059362639188	6-4N-II	Pre-CNV	ECA
0.103652102982871	0.0588143012753422	0.169239577146346	7-3N-II	Pre-CNV	ECA
0.173296623381659	0.110144496507041	0.25949291165659	8-3N-II	Pre-CNV	ECA
0.126118931929393	0.0683053712107668	0.213049026274057	9-3N-II	Pre-CNV	ECA
0.109636251894624	0.0597443689699818	0.184385161519574	10-3N-II	Pre-CNV	ECA
0.150589057814642	0.0912429067598232	0.234021806659612	11-3N-II	Pre-CNV	ECA
0.159334686152621	0.0982223929145618	0.244343887875549	12-4N-II	Pre-CNV	ECA
0.0972888062963546	0.0450329934532552	0.183201026590172	13-3N-II	Pre-CNV	ECA
0.198610897510712	0.116164203414087	0.317036582154518	14-4N-II	Pre-CNV	ECA/MRCA
0.0701799543307905	0.0238020278694967	0.159843304134651	15-3N-II	Pre-CNV	ECA
0.164884897792817	0.0857928179812426	0.286613683504738	16-4N-II	Pre-CNV	ECA/MRCA
0.109001899881094	0.0129927792292282	0.395980344762783	17-2N-II	Pre-CNV	ECA/MRCA
0.203404343637996	0.11338582554226	0.336477861963011	18-4N-II	Pre-CNV	ECA/MRCA
0.0535862741565648	0.0108078996125482	0.158150933169226	19-3N-II	Pre-CNV	ECA
0.133126438624417	0.040966164607329	0.319890402948683	20-2N-II	Pre-CNV	ECA/MRCA
0.154368632293918	0.0386681955354952	0.412093845589752	20-3N-II	Pre-CNV	ECA/MRCA
0.0385440728989557	0.00186554183524675	0.184036945598292	21-3N-II	Pre-CNV	ECA
0.12956047665627	0.0378446729137598	0.320047859636731	22-4N-II	Pre-CNV	ECA/MRCA
