Mean	Min	Max	Segment	Timing	Time
0	0	0.0168450001349331	1-3N-II	Pre-CNV	MRCA
0	0	0.0158365376786701	2-4N-II	Pre-CNV	MRCA
0	0	0.0189611338647158	3-3N-II	Pre-CNV	MRCA
0	0	0.0202667300586121	4-3N-II	Pre-CNV	MRCA
0	0	0.0210037599217977	5-3N-II	Pre-CNV	MRCA
0.0120156273085963	0.00145514821083413	0.0434045772181913	6-4N-II	Pre-CNV	MRCA
0.00647746700890287	0.000158845377710829	0.0363411206547616	7-4N-II	Pre-CNV	MRCA
0.0139249439552976	0.00163317195709051	0.0508764429419581	8-3N-II	Pre-CNV	MRCA
0	0	0.0340068936052509	9-3N-II	Pre-CNV	MRCA
0	0	0.128063378693596	10-2N-II	Pre-CNV	MRCA
0.00931639592518874	0.000185873199858869	0.0545931214621331	10-3N-II	Pre-CNV	MRCA
0	0	0.0284546510227613	11-4N-II	Pre-CNV	MRCA
0	0	0.0282770728119627	12-3N-II	Pre-CNV	MRCA
0	0	0.0386148954265137	13-4N-II	Pre-CNV	MRCA
0	0	0.0428565811853895	14-3N-II	Pre-CNV	MRCA
0	0	0.0481027281229583	15-3N-II	Pre-CNV	MRCA
0	0	0.0479764475950332	17-4N-II	Pre-CNV	MRCA
0.0273675176594014	0.00334035480321693	0.0985851449377652	18-3N-II	Pre-CNV	MRCA
0	0	0.0672365854457278	19-4N-II	Pre-CNV	MRCA
0.0138349366686986	0.000166114151144779	0.0894681762750449	20-4N-II	Pre-CNV	MRCA
0	0	0.113018113118987	21-4N-II	Pre-CNV	MRCA
0.0874382609369307	0.0180318715053835	0.255531703459152	22-3N-II	Pre-CNV	MRCA
