Mean	Min	Max	Segment	Timing	Time
0	0	0.0285885410477978	1-3N-II	Pre-CNV	ECA
0	0	0.117120364557348	1-4N-II	Pre-CNV	ECA/MRCA
0.00470066460517453	0.000158465556366626	0.0245464552062331	2-3N-II	Pre-CNV	ECA
0	0	0.0210649233422386	5-3N-II	Pre-CNV	ECA
0	0	0.0220933821301433	6-3N-II	Pre-CNV	ECA
0	0	0.0241372599383144	7-3N-II	Pre-CNV	ECA
0	0	0.0339896754264513	9-3N-II	Pre-CNV	ECA/MRCA
0.00762173070527762	0.000180915126048618	0.0430620738540276	10-3N-II	Pre-CNV	ECA
0.00483129819881381	1.85212066634858e-05	0.0376844918483159	12-4N-II	Pre-CNV	ECA
0.0117781842277758	0.000317233701198604	0.0647372296154707	14-3N-II	Pre-CNV	ECA/MRCA
0	0	0.0868705375482424	17-3N-II	Pre-CNV	ECA/MRCA
0	0	0.10706236672604	17-4N-III	Pre-CNV	ECA/MRCA
0.00816775668329073	2.41455033388085e-05	0.0661474091087109	18-4N-II	Pre-CNV	ECA/MRCA
0	0	0.0628383508891651	20-3N-II	Pre-CNV	ECA/MRCA
0.0611810624788964	0.00740931050178336	0.221007033794766	21-3N-II	Pre-CNV	MRCA
0	0	0.10814951090179	22-3N-II	Pre-CNV	ECA/MRCA
