Mean	Min	Max	Segment	Timing	Time
0	0	0.0168443487121978	1-3N-II	Pre-CNV	MRCA
0.0245104559641718	0.00868515181584263	0.0544479702358584	2-4N-II	Pre-CNV	MRCA
0.00956147884633408	0.00101965903968392	0.0361026231719141	3-3N-II	Pre-CNV	MRCA
0.0109339772003227	0.00124030911504256	0.0404177117836861	5-4N-II	Pre-CNV	MRCA
0	0	0.0261511877292344	8-2N-II	Pre-CNV	MRCA
0.0173070701119841	0.00248189073469326	0.0587421673450339	11-3N-II	Pre-CNV	MRCA
0.00643777899628925	8.90071349993127e-05	0.0405529454103078	12-4N-II	Pre-CNV	MRCA
0.0104547889655892	0.000264692339547059	0.0582503558437858	13-3N-II	Pre-CNV	MRCA
0.000402878170861277	1.12092097001351e-48	0.0433047021374439	14-4N-II	Pre-CNV	MRCA
0.013086993909086	0.000310642719378729	0.0739403056906802	16-4N-II	Pre-CNV	MRCA
0	0	0.199349967851886	17-3N-III	Pre-CNV	MRCA
0	0	0.0669976700815031	19-4N-II	Pre-CNV	MRCA
