Mean	Min	Max	Segment	Timing	Time
0.0355371794670909	0.0149403734817402	0.0712120104954164	1-4N-II	Pre-CNV	MRCA
0.0469452203236847	0.0203954433763959	0.0921294042896675	2-4N-III	Pre-CNV	MRCA
0.0368936520353866	0.0148034687750435	0.0761087750523551	3-4N-II	Pre-CNV	MRCA
0.0325957405798946	0.0116554806051711	0.0720297247021406	4-4N-II	Pre-CNV	MRCA
0.01931413872871	0.00243050497619585	0.0688143196291784	5-4N-II	Pre-CNV	MRCA
0.0196338493631665	0.0041655116966414	0.0566536809299687	6-4N-II	Pre-CNV	MRCA
0.0439610127362447	0.01295874200692	0.108076096034219	9-4N-II	Pre-CNV	MRCA
0.0211732142158243	0.00376784651174083	0.0659363445908697	10-4N-II	Pre-CNV	MRCA
0.0312936110587198	0.00850814892816349	0.0802112983373814	11-4N-II	Pre-CNV	MRCA
0.0360328839463144	0.00996391241649989	0.0915681121966289	12-4N-III	Pre-CNV	MRCA
0	0	0.0454999515767246	13-2N-II	Pre-CNV	MRCA
0.0744545752036243	0.0278835867204692	0.160127227690722	14-4N-II	Pre-CNV	MRCA
0.0219297246551876	0.00168683373543	0.0919425359088539	15-4N-II	Pre-CNV	MRCA
0.0302477962484919	0.00411657745731638	0.104710654101342	16-4N-II	Pre-CNV	MRCA
0	0	0.202464286257628	17-2N-II	Pre-CNV	MRCA
0.0353293248961306	0.00475923427556198	0.122768524312313	18-4N-II	Pre-CNV	MRCA
0.0645049736022355	0.0144279701683812	0.181695827800677	19-4N-II	Pre-CNV	MRCA
0.0218947915992048	0.00105971285933907	0.104541379967605	20-3N-II	Pre-CNV	MRCA
0.0258659225738712	0.000357615827405902	0.162934972873418	21-4N-II	Pre-CNV	MRCA
0.0262881578526066	2.58167879744732e-05	0.245752309624871	22-4N-II	Pre-CNV	MRCA
