Mean	Min	Max	Segment	Timing	Time
0.00170514598370893	1.77503973841975e-07	0.0201808755006776	1-4N-II	Pre-CNV	ECA
0.0153603757926178	0.00380829250741892	0.0412104384889558	2-4N-II	Pre-CNV	ECA
0.010791385927263	0.00140860608296867	0.0379391173459226	3-4N-II	Pre-CNV	ECA
0	0	0.0198040147733326	4-4N-II	Pre-CNV	ECA
0.00717766781451436	0.000347400743626226	0.0342713149325271	5-4N-II	Pre-CNV	ECA
0.00407215938288102	2.28338521895619e-05	0.0299719741611212	6-4N-II	Pre-CNV	ECA
0.0111417757903406	0.00102911223438933	0.0441190931629098	7-4N-II	Pre-CNV	ECA
0.0219574388228549	0.00223410528992501	0.0842305271731192	8-3N-II	Pre-CNV	ECA/MRCA
0.00591685706830957	3.21898701509629e-07	0.0742199141912036	8-4N-II	Pre-CNV	ECA/MRCA
0.0251429091180263	0.00465814653817462	0.0769824224135339	9-4N-II	Pre-CNV	ECA/MRCA
0.0120780820129641	0.000941103462712896	0.0504410257850211	10-4N-II	Pre-CNV	ECA/MRCA
0	0	0.0757314825365364	11-2N-II	Pre-CNV	ECA/MRCA
0.0130288382451645	0.00119694613281433	0.0516810489715659	12-4N-II	Pre-CNV	ECA/MRCA
0	0	0.0385664582282799	13-4N-II	Pre-CNV	ECA/MRCA
0.00677005869444151	1.73926703080107e-05	0.0559150941295696	14-4N-II	Pre-CNV	ECA/MRCA
0.00677988615867075	8.5982981042304e-06	0.0614290324712533	15-4N-II	Pre-CNV	ECA/MRCA
0.00178845042561146	1.12114630612753e-14	0.0525552026776956	16-4N-II	Pre-CNV	ECA/MRCA
0	0	0.177640484270523	17-3N-III	Pre-CNV	ECA/MRCA
0	0	0.0502027023016784	18-4N-II	Pre-CNV	ECA/MRCA
0.00246610485022907	1.54595526035462e-14	0.0724686792388586	19-4N-II	Pre-CNV	ECA/MRCA
0.0112322780817972	5.4486226838525e-05	0.084559862472663	20-4N-II	Pre-CNV	ECA/MRCA
0	0	0.111279029205921	21-4N-II	Pre-CNV	ECA/MRCA
0.0419458480848968	0.00276693637395796	0.184009652371015	22-4N-II	Pre-CNV	ECA/MRCA
