Mean	Min	Max	Segment	Timing	Time
0.0178619369873604	0.000633642701495672	0.0921542238062145	1-4N-III	Pre-CNV	ECA
0	0	0.0197859628135105	4-4N-IV	Pre-CNV	ECA
0.0427357089737877	0.017841126557515	0.086015611963158	5-4N-III	Pre-CNV	ECA
0.196054740728296	0.12985313592894	0.284098240239271	8-3N-II	Pre-CNV	MRCA
0.112728653703516	0.058691387366816	0.195866328239428	9-4N-II	Pre-CNV	MRCA
0	0	0.028586861950276	10-4N-IV	Pre-CNV	ECA
0.113091855893765	0.0626595828300652	0.187914402533882	11-4N-II	Pre-CNV	MRCA
0.0285472486335612	0.00222435271685799	0.119220295314379	12-4N-III	Pre-CNV	ECA
0.190799910590639	0.113540885034976	0.300617850346725	13-4N-II	Pre-CNV	MRCA
0.0267222300878637	0.00400007490293934	0.0892135819493751	14-4N-III	Pre-CNV	ECA
0.140946094657126	0.069831665382251	0.25350359613766	15-3N-II	Pre-CNV	MRCA
0.150658793438291	0.0761387895909797	0.267284772683518	16-3N-II	Pre-CNV	MRCA
0.17475143012861	0.0847687652321979	0.318881335724741	20-4N-II	Pre-CNV	MRCA
0	0	0.112948561260015	21-3N-III	Pre-CNV	ECA/MRCA
0	0	0.109245988043613	22-3N-III	Pre-CNV	ECA/MRCA
