Mean	Min	Max	Segment	Timing	Time
0.0266407969305159	0.00508413506567889	0.0805420166777986	1-4N-II	Pre-CNV	ECA
0.0246634693324462	0.000704965027480007	0.133772411753731	2-3N-II	Pre-CNV	ECA/MRCA
0.0178187853242419	0.0028859332716944	0.0576690689382204	2-4N-II	Pre-CNV	ECA
0	0	0.342843942459997	3-3N-II	Pre-CNV	ECA/MRCA
0	0	0.156089879316617	4-3N-II	Pre-CNV	ECA/MRCA
0	0	0.20133382720299	4-4N-II	Pre-CNV	ECA/MRCA
0.0332407196271081	0.0105725636041076	0.0784573111413159	5-3N-II	Pre-CNV	ECA
0.063397236729768	0.0311484933239008	0.114681343013246	6-4N-II	Pre-CNV	ECA
0.0411124548562405	0.00100819091958062	0.230656934306353	7-3N-II	Pre-CNV	ECA/MRCA
0.0370761174008501	0.0111244397921439	0.0903011466482267	7-4N-II	Pre-CNV	ECA
0.0457016224475858	0.0144030965635604	0.108409345613399	8-3N-II	Pre-CNV	ECA
0.0216904200867083	0.000223635673123919	0.144177469445154	8-4N-II	Pre-CNV	ECA/MRCA
0.0207240811584861	0.00299064425269473	0.0701712679860756	9-4N-II	Pre-CNV	ECA
0.0162431127356193	0.000398325977445006	0.0911302086020222	10-2N-II	Pre-CNV	ECA
0	0	0.260030073549815	10-3N-II	Pre-CNV	ECA/MRCA
0.0437376393330841	0.00529683103404122	0.157995391752546	10-4N-II	Pre-CNV	ECA/MRCA
0.0299986183328672	0.00233744095787402	0.125281570303877	11-3N-II	Pre-CNV	ECA/MRCA
0.0917856843536944	0.0235696895072037	0.242065654284003	12-3N-II	Pre-CNV	ECA/MRCA
0.0272090532694722	0.00407294790734498	0.0908388669523289	12-4N-II	Pre-CNV	ECA
0.0244730099116043	0.00314870490918787	0.0864952761051752	13-3N-II	Pre-CNV	ECA
0.0221708825157892	0.00251498125238998	0.0819552046886183	14-3N-II	Pre-CNV	ECA
0	0	0.0619193271073466	15-3N-II	Pre-CNV	ECA
0.055531822089953	0.00661926723661336	0.201735108107955	16-3N-II	Pre-CNV	ECA/MRCA
0	0	0.0948678799860225	16-4N-II	Pre-CNV	ECA/MRCA
0.0470224757088944	0.00119050601094372	0.261992466009046	17-2N-II	Pre-CNV	ECA/MRCA
0	0	0.348587993337011	17-3N-II	Pre-CNV	ECA/MRCA
0	0	0.189534928262561	18-3N-II	Pre-CNV	ECA/MRCA
0.137579586566307	0.033394261246787	0.372904890921846	19-4N-III	Pre-CNV	ECA/MRCA
0	0	0.2086676586641	20-3N-II	Pre-CNV	ECA/MRCA
0.0641028840647654	0.0108196951966159	0.204028963427041	20-4N-II	Pre-CNV	ECA/MRCA
0	0	0.107516147596891	22-4N-II	Pre-CNV	ECA/MRCA
