VAF	Data	Mmin	Mmax	CN
0.1	894	885.774300517159	925.722223944621	2
0.15	885	857.28405735875	882.597913907917	2
0.2	865	841.385918258409	863.863715335038	2
0.25	846	826.443936351667	847.592836989735	2
0.3	822	800.579073962121	822.959634713977	2
0.35	771	751.620584439053	776.626525959773	2
0.4	646	653.428102472727	686.55327711197	2
0.45	469	481.951843736023	522.483185112121	2
0.5	297	328.966692760265	372.463742041932	2
0.55	128	152.336908810606	181.572630458939	2
0.6	44	61.2426785526894	84.6118086064015	2
0.65	3	15.8657269920833	28.5226552666667	2
0.7	0	2.59296866060606	8.4271481469697	2
0.75	0	0	3.88945299090909	2
0.8	0	0	0.648242165151515	2
0.85	0	0	0.648242165151515	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	218	236.01839725	242.441555	3
0.15	207	228.900683625	233.7744475	3
0.2	194	218.44672725	224.8134894375	3
0.25	179	191.7953716875	199.7234005	3
0.3	148	133.08165475	142.953846375	3
0.35	119	71.824201125	82.17130275	3
0.4	73	28.01969	35.2116083125	3
0.45	26	6.2925575	9.979046375	3
0.5	4	1.1249430625	2.9117919375	3
0.55	0	0	0.5936375	3
0.6	0	0	0.181059437499999	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
