VAF	Data	Mmin	Mmax	CN
0.1	22	30.3642911636364	34.1341675947273	2
0.15	20	23.3505675709091	25.2119841524545	2
0.2	19	20.3141384545455	21.8580129770909	2
0.25	15	18.0047416618182	19.4588063090909	2
0.3	13	15.735973146	17.0435621633636	2
0.35	11	13.6853143272727	15.1821455818182	2
0.4	9	11.3940933426364	12.9379678651818	2
0.45	6	8.08075044418182	9.75078645818182	2
0.5	4	5.96487254936364	7.44352799581818	2
0.55	2	2.97121004027273	4.39106140172727	2
0.6	2	1.41129804	2.39493000727273	2
0.65	0	0.427666072727273	1.11193178909091	2
0.7	0	0.0855332145454545	0.47043268	2
0.75	0	0	0.213833036363636	2
0.8	0	0	0.0855332145454545	2
0.85	0	0	0.0427666072727273	2
0.9	0	0	0.0427666072727273	2
0.95	0	0	0	2
1	0	0	0	2
0.1	191	189.762769747462	205.523189152538	3
0.15	172	145.947472872197	156.944275011629	3
0.2	138	123.088764642879	132.10026412678	3
0.25	98	96.3426341746591	107.034431716174	3
0.3	73	65.2155285727273	74.3213022050758	3
0.35	46	39.251318982803	48.8007356666667	3
0.4	19	19.9528462418939	27.9495122454545	3
0.45	8	6.76001099746212	11.7565408651515	3
0.5	2	2.21821525757576	5.98918119545455	3
0.55	0	0.327186750492424	2.21821525757576	3
0.6	0	0	0.887286103030303	3
0.65	0	0	0.443643051515151	3
0.7	0	0	0.221821525757576	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
0.1	284	276.50032041003	295.26685429347	4
0.15	221	208.397821969629	224.831141356432	4
0.2	151	150.924411791682	169.827769982023	4
0.25	85	87.8556075893939	107.457489872864	4
0.3	24	34.8397893047121	47.1179705292954	4
0.35	4	12.0981492418182	18.5865019006742	4
0.4	0	2.30440937939394	6.33712579333333	4
0.45	0	0	1.72830703454545	4
0.5	0	0	0.576102344848485	4
0.55	0	0	0.151226865522725	4
0.6	0	0	0	4
0.65	0	0	0	4
0.7	0	0	0	4
0.75	0	0	0	4
0.8	0	0	0	4
0.85	0	0	0	4
0.9	0	0	0	4
0.95	0	0	0	4
1	0	0	0	4
