VAF	Data	Mmin	Mmax	CN
0.1	21	15.2334816592121	17.0900001395758	1
0.15	20	13.7195012470909	14.894728542	1
0.2	20	12.9823820339394	13.9106412741212	1
0.25	20	12.4704674070909	13.1915005783636	1
0.3	20	12.0361442763636	12.5859084135152	1
0.35	20	11.8090472145455	12.2452628207879	1
0.4	20	11.5999286701212	12.0361442763636	1
0.45	19	11.428659636	11.8289182074545	1
0.5	19	11.3170035806061	11.6954986836364	1
0.55	19	11.1656055393939	11.6018211456364	1
0.6	18	11.0520570084848	11.5062511321212	1
0.65	17	10.9763579878788	11.3927026012121	1
0.7	17	10.8249599466667	11.279154070303	1
0.75	17	10.5600133745455	11.1277560290909	1
0.8	17	9.95442120969697	10.7511534015758	1
0.85	15	8.47639783236364	9.59579709957576	1
0.9	10	5.88086766333333	7.38443946012121	1
0.95	5	2.26907814266667	3.46417643048485	1
1	4	1.36258237090909	2.36654063169697	1
0.1	506	504.902577447273	535.103137565455	2
0.15	488	467.591735307273	484.696316803636	2
0.2	469	449.108629745455	465.070487345455	2
0.25	447	434.942481125455	450.215076692727	2
0.3	431	418.59971556	436.466112987273	2
0.35	396	388.163355272727	411.761510656364	2
0.4	331	337.375626545455	365.671646836364	2
0.45	237	243.055558909091	281.237047827273	2
0.5	160	159.582299050909	193.029646112727	2
0.55	61	67.4751253090909	95.4265145836363	2
0.6	16	24.6683253818182	40.6301829818182	2
0.65	0	3.97232592545455	13.7852406545455	2
0.7	0	0	4.00860287454545	2
0.75	0	0	1.45107796363636	2
0.8	0	0	0.725538981818182	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	31	33.5311904624242	34.6684250824242	3
0.15	27	31.3928447602727	32.4284174975758	3
0.2	24	29.7059467406061	30.8449044433636	3
0.25	22	25.5360864672727	27.4332005833636	3
0.3	18	17.5737210445152	19.8025285914394	3
0.35	13	9.32101617710606	10.9260677657879	3
0.4	11	3.27213415663636	4.63940032477273	3
0.45	8	0.636679078924242	1.34745071642424	3
0.5	0	0.103384965454545	0.379078206666667	3
0.55	0	0	0.103384965454545	3
0.6	0	0	0.0344616551515151	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
