VAF	Data	Mmin	Mmax	CN
0.1	480	468.278216606061	515.319244408333	4
0.15	400	362.06279330303	395.032215755303	4
0.2	267	255.440340093182	291.142677634091	4
0.25	113	134.126045484848	165.137847909091	4
0.3	19	45.3353786689394	67.8577001795454	4
0.35	0	11.2223960022727	24.0341468787879	4
0.4	0	0.775295060606061	6.97765554545455	4
0.45	0	0	1.55059012121212	4
0.5	0	0	0.775295060606061	4
0.55	0	0	0	4
0.6	0	0	0	4
0.65	0	0	0	4
0.7	0	0	0	4
0.75	0	0	0	4
0.8	0	0	0	4
0.85	0	0	0	4
0.9	0	0	0	4
0.95	0	0	0	4
1	0	0	0	4
