VAF	Data	Mmin	Mmax	CN
0.1	748	748.544040208454	802.525767677591	2
0.15	671	634.038518621	668.916637265455	2
0.2	620	581.0245524905	611.296127163046	2
0.25	574	545.04318592	572.914712472727	2
0.3	536	508.984398442409	537.339805664455	2
0.35	464	469.499735826045	498.590641665455	2
0.4	381	396.395044305455	434.737748542227	2
0.45	272	287.154144400182	323.251642331318	2
0.5	177	186.952135397773	223.378672184045	2
0.55	63	73.0659810670455	111.892565973136	2
0.6	19	27.0973174818182	49.5880909917273	2
0.65	0	5.01300373413636	14.7099723472727	2
0.7	0	0	4.64525442545455	2
0.75	0	0	1.54841814181818	2
0.8	0	0	0.774209070909091	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
