VAF	Data	Mmin	Mmax	CN
0.1	815	756.893223656667	838.477654122826	2
0.15	637	491.671343804349	544.68866026222	2
0.2	401	369.149736430508	409.391097300098	2
0.25	268	286.424940790811	323.573785935553	2
0.3	164	223.395604673742	254.398074815348	2
0.35	106	178.921362905765	208.377575184947	2
0.4	69	135.664799204447	160.810817692121	2
0.45	34	80.7339886418258	109.011179300909	2
0.5	20	45.5759504949545	69.5816038090909	2
0.55	9	15.0566859353561	30.5579210061591	2
0.6	3	3.86564465606061	12.7759555882803	2
0.65	0	0	4.27153734494696	2
0.7	0	0	1.54625786242424	2
0.75	0	0	0.773128931212121	2
0.8	0	0	0	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
