VAF	Data	Mmin	Mmax	CN
0.1	2805	2122.57729142986	2293.30572566291	2
0.15	1072	1395.46458587584	1510.09253406511	2
0.2	794	1054.4122134267	1139.23191667425	2
0.25	656	835.393177784932	907.051202942341	2
0.3	537	666.158267306795	731.562161740523	2
0.35	444	541.666839319477	601.563364906977	2
0.4	368	413.7994253445	462.790116013341	2
0.45	254	265.100466496364	313.34439528775	2
0.5	143	153.646256286273	204.50385164875	2
0.55	49	56.9250356167954	91.1827367450227	2
0.6	11	15.8531323567955	39.8273001309091	2
0.65	0	2.48920625818182	11.8237297263636	2
0.7	0	0	3.11150782272727	2
0.75	0	0	1.24460312909091	2
0.8	0	0	0.622301564545455	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	158	169.208713318045	184.768077892409	3
0.15	103	110.463257329682	121.068967199864	3
0.2	80	82.5297331443182	89.2767804629545	3
0.25	59	58.9836604315909	64.7280042300455	3
0.3	46	33.5469178972273	38.466899722	3
0.35	34	13.9917049663182	17.5360873100455	3
0.4	20	3.46082371704545	5.43754645272727	3
0.45	4	0.472667455409091	1.14737218727273	3
0.5	0	0	0.299314483636364	3
0.55	0	0	0.0498857472727273	3
0.6	0	0	0	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
