VAF	Data	Mmin	Mmax	CN
0.1	28	14.0248854063561	15.6176512321212	1
0.15	24	11.5733163341894	12.7035851921364	1
0.2	16	10.5712395705833	11.4459620966742	1
0.25	13	9.90262982362879	10.5569960045455	1
0.3	11	9.29937290908333	9.88671054393939	1
0.35	10	8.94831089909091	9.48453926757576	1
0.4	10	8.68019671484848	9.18291081030303	1
0.45	10	8.41208253060606	8.8812823530303	1
0.5	10	8.27802543848485	8.74722526090909	1
0.55	9	8.09285907999242	8.56373461606818	1
0.6	9	7.8582591687803	8.34505398454545	1
0.65	8	7.45608789241667	8.06102052061363	1
0.7	7	6.70285460606061	7.34130150728788	1
0.75	7	5.56001789572727	6.56879751393939	1
0.8	7	3.90357495120454	4.96178812213636	1
0.85	7	2.02677566150758	3.08666454609091	1
0.9	3	0.619176194234848	1.40759946727273	1
0.95	1	0.08294782575	0.435685549393939	1
1	0	0	0.218680631522727	1
0.1	475	476.480367204364	515.249487170909	2
0.15	440	413.489505003636	436.080937664364	2
0.2	411	383.015256822909	401.683197213454	2
0.25	376	361.857063347636	376.977736754182	2
0.3	339	330.325801267636	351.896051008727	2
0.35	276	290.230935054545	314.255606900727	2
0.4	219	227.849199507636	258.359278668	2
0.45	147	143.252256586182	173.081547133455	2
0.5	95	84.1848866556364	111.792656465455	2
0.55	38	31.53126208	47.6731184061818	2
0.6	5	8.93982941927273	19.7249542898182	2
0.65	0	0.716619592727273	8.25904080618181	2
0.7	0	0	2.14985877818182	2
0.75	0	0	0.716619592727273	2
0.8	0	0	0	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
