VAF	Data	Mmin	Mmax	CN
0.1	410	387.852871365636	432.674621236803	2
0.15	348	333.314518375545	359.551190554348	2
0.2	320	304.201584172924	329.313564150106	2
0.25	301	284.676190049697	308.663477825258	2
0.3	281	265.113920772318	290.2259007495	2
0.35	242	235.613797451106	260.025149499409	2
0.4	203	189.040477757742	223.113120193742	2
0.45	140	130.501170542212	164.14974870547	2
0.5	100	81.4756530977727	109.224206596788	2
0.55	37	31.2885682975606	56.8246125474848	2
0.6	13	10.3250431624242	27.0110504159848	2
0.65	0	1.8253201305	9.23722611495454	2
0.7	0	0	3.68751541515152	2
0.75	0	0	1.47500616606061	2
0.8	0	0	0.737503083030303	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	15	23.3045570739545	24.9245429042273	3
0.15	13	20.1563621574318	21.6736253934773	3
0.2	12	18.3039875074318	19.7715734233182	3
0.25	10	15.2374654732045	16.708419343	3
0.3	9	9.78306411743182	11.4350455098409	3
0.35	6	4.93321048834091	6.31575556802273	3
0.4	2	1.65029741545455	2.45860635363636	3
0.45	0	0.235756773636364	0.74094986	3
0.5	0	0.0336795390909091	0.253438531659091	3
0.55	0	0	0.0673590781818182	3
0.6	0	0	0	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
