VAF	Data	Mmin	Mmax	CN
0.1	1101	1095.65035564655	1148.71999486774	2
0.15	1065	1035.47763470317	1061.79973181427	2
0.2	1037	1001.79348934876	1025.58141407461	2
0.25	1009	976.248291801015	998.519412617439	2
0.3	987	939.290069715288	961.135745532727	2
0.35	808	870.127510967273	902.017388282485	2
0.4	697	719.92692871697	772.497132504576	2
0.45	503	487.596964053939	546.08640261003	2
0.5	307	293.742025386061	353.008363505515	2
0.55	125	114.296723857712	147.240964866061	2
0.6	13	35.1269588292273	55.4928259545455	2
0.65	0	5.91923476848485	16.2778956133333	2
0.7	0	0	3.69952173030303	2
0.75	0	0	1.47980869212121	2
0.8	0	0	0.388449781681812	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
