VAF	Data	Mmin	Mmax	CN
0.1	485	492.2698234	531.837875114197	2
0.15	438	401.628777508053	431.500605428008	2
0.2	392	362.843882331083	382.273623088008	2
0.25	363	333.755210948356	353.539236805455	2
0.3	322	304.666539565629	324.842143691341	2
0.35	253	267.727656226409	295.399187208439	2
0.4	197	212.88805203628	242.405594856061	2
0.45	126	137.593144957144	167.539559213977	2
0.5	80	82.3992556668409	108.541766742856	2
0.55	27	29.0886713827273	45.4976654960606	2
0.6	6	7.45863368787879	18.2922991195227	2
0.65	0	0.745863368787879	6.71277031909091	2
0.7	0	0	1.88330500618939	2
0.75	0	0	0.745863368787879	2
0.8	0	0	0.39157826861363	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
