VAF	Data	Mmin	Mmax	CN
0.1	43	65.2983219354546	71.5764900436364	1
0.15	41	56.311854204	60.4029628941818	1
0.2	36	52.2995584658182	55.2066816725455	1
0.25	36	49.1130075201818	51.7299557672727	1
0.3	36	46.6429379563636	48.9052279194545	1
0.35	35	45.3156561965455	47.3970346107273	1
0.4	35	44.13525312	46.1073681234545	1
0.45	35	43.1285967785455	44.9645803194545	1
0.5	35	42.3440496654545	44.4218456727273	1
0.55	35	41.7672821530909	43.8522429741818	1
0.6	35	41.3409757309091	43.2414425961818	1
0.65	33	40.8018234910909	42.4873459418182	1
0.7	30	40.2286383856364	42.0610395196364	1
0.75	28	39.1539163129091	41.2693275927273	1
0.8	28	36.3936717894545	39.2739269443636	1
0.85	25	31.0236438327273	34.2137771852727	1
0.9	23	21.6377377309091	25.6876487416364	1
0.95	17	8.41686503290909	11.6481960649091	1
1	14	5.260764546	8.09982202145454	1
0.1	951	960.928512737864	1025.85721584688	2
0.15	913	860.219776497758	901.034431777076	2
0.2	859	812.024267389485	850.231998579106	2
0.25	818	777.482523201	809.172944166379	2
0.3	767	737.41735859747	768.423461989303	2
0.35	685	684.627145781106	718.240173262636	2
0.4	568	589.783988742818	631.934692618106	2
0.45	380	429.800316013227	477.132281516788	2
0.5	242	291.600752708167	336.32579412203	2
0.55	107	130.313617933727	164.920535224455	2
0.6	34	49.8411299398939	73.0264610626363	2
0.65	0	10.7372685944394	26.7209719193939	2
0.7	0	1.95519306727273	8.47250329151515	2
0.75	0	0	2.60692408969697	2
0.8	0	0	0.993889809196964	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	207	146.264579130424	153.475322232364	3
0.15	191	133.964439916545	138.928942872364	3
0.2	168	124.224610403152	130.061528787758	3
0.25	143	106.928744944424	113.324009203455	3
0.3	98	73.0496396824848	80.2254861672727	3
0.35	57	39.447870693697	45.8578282652121	3
0.4	31	15.6098078510909	19.3217059175758	3
0.45	8	3.41068516054545	5.73406519721212	3
0.5	0	0.587732499393939	1.76319749818182	3
0.55	0	0	0.405902757393939	3
0.6	0	0	0.146933124848485	3
0.65	0	0	0.0734665624242424	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
