VAF	Data	Mmin	Mmax	CN
0.1	1151	1163.86025919912	1220.53049516979	2
0.15	1123	1072.46222618545	1104.53556927085	2
0.2	1084	1025.57734415318	1054.87057865576	2
0.25	1050	992.011852393394	1018.13230760936	2
0.3	988	943.006548560667	977.985654854091	2
0.35	831	860.043082264364	900.441044270061	2
0.4	671	710.843921653121	758.152888045485	2
0.45	452	474.644639910636	527.482409812333	2
0.5	291	282.958509149545	324.880033485939	2
0.55	105	106.806431430303	139.806477376636	2
0.6	28	32.6702025551515	50.2618500848485	2
0.65	0	5.65445813454545	14.481695555697	2
0.7	0	0	3.76963875636364	2
0.75	0	0	1.25654625212121	2
0.8	0	0	0.628273126060606	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	385	388.187176954818	400.554122030636	3
0.15	362	363.547489614545	373.344581996364	3
0.2	315	340.384902356454	351.568660121545	3
0.25	256	289.541761007273	303.868124559455	3
0.3	180	189.302433491455	202.724450054545	3
0.35	90	88.8483235657273	101.697587035727	3
0.4	40	26.6706999532727	36.0306912903636	3
0.45	16	4.22028594909091	7.85274635527272	3
0.5	0	0.373043133	1.80869397818182	3
0.55	0	0	0.301448996363636	3
0.6	0	0	0.150724498181818	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
