VAF	Data	Mmin	Mmax	CN
0.1	63	93.616259749697	102.966884989091	1
0.15	63	88.8804430843333	94.9473487543636	1
0.2	63	86.5757889812121	91.8671427931515	1
0.25	60	84.7001635655455	88.6136752466212	1
0.3	59	83.1655609527273	86.3035207757121	1
0.35	59	82.4477629564091	85.0356860006061	1
0.4	59	81.6254579721212	84.2711348780909	1
0.45	58	81.0176673315606	83.5010833877879	1
0.5	58	80.6876452642879	83.0555535969697	1
0.55	58	80.1376084855	82.180995118697	1
0.6	58	79.6975790624697	81.9554800393939	1
0.65	58	79.095288789697	81.4054432606061	1
0.7	58	77.821953646803	80.4153770587879	1
0.75	58	76.1250901842424	79.2685503750152	1
0.8	58	71.6670420921667	75.1350239824242	1
0.85	54	60.3885379431212	65.6798917550606	1
0.9	49	44.4429717260606	51.2111742890455	1
0.95	35	17.3124076123485	23.1125454446667	1
1	34	14.7354853037273	20.0268391156667	1
0.1	893	875.325397110909	919.701843098788	2
0.15	879	845.926001643939	868.987885918265	2
0.2	867	827.884202821992	848.990749944977	2
0.25	849	810.105889148099	832.640803126318	2
0.3	828	780.443008533076	805.43249468	2
0.35	708	728.591904924114	753.844876219091	2
0.4	591	633.737251625023	665.410939948871	2
0.45	446	469.544401469871	508.42926226675	2
0.5	317	330.604522609697	361.196535062591	2
0.55	149	157.508647978227	182.789354551947	2
0.6	46	66.2734485550227	87.0887752512121	2
0.65	0	19.1234746929015	31.9094381931591	2
0.7	0	3.32823344909091	9.42999477242424	2
0.75	0	0.554705574848485	3.32823344909091	2
0.8	0	0	1.66411672454545	2
0.85	0	0	0.554705574848485	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	234	235.897717905152	243.636511083636	3
0.15	227	228.112476484848	234.212678910303	3
0.2	218	218.355765245152	224.504996370303	3
0.25	200	191.671250320606	198.705578498182	3
0.3	150	133.347741344242	142.451596740606	3
0.35	98	71.4167522533333	79.7877576121212	3
0.4	46	27.711537160303	33.2362974787879	3
0.45	16	5.98666227878788	9.13740134878788	3
0.5	6	1.02702223575758	2.58045787878788	3
0.55	0	0	0.57028119121212	3
0.6	0	0	0.103218315151515	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
