VAF	Data	Mmin	Mmax	CN
0.1	795	785.349261847061	835.224315071727	2
0.15	722	693.241300649894	722.950597383795	2
0.2	674	646.474296929697	673.185240023992	2
0.25	633	610.219813592265	636.272581497379	2
0.3	580	558.333669511765	591.626364497879	2
0.35	474	486.318334228788	523.998863809447	2
0.4	369	370.662327374227	415.765610477326	2
0.45	214	226.284286569538	268.462346609606	2
0.5	119	121.396757115758	159.424656935152	2
0.55	44	39.8378815896439	64.3549073866667	2
0.6	6	10.5856509593409	25.9796373285379	2
0.65	0	1.46261153151515	6.58175189181818	2
0.7	0	0	1.46261153151515	2
0.75	0	0	0.731305765757576	2
0.8	0	0	0	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	95	76.82306356025	79.8619779365227	3
0.15	84	69.0275297027273	71.4251320258636	3
0.2	72	62.6662995657045	65.3020654936364	3
0.25	59	50.3190467584318	54.1030539765227	3
0.3	36	30.7031471746364	34.1146079718182	3
0.35	12	13.0644046675227	16.0474370806591	3
0.4	4	3.53519942984091	5.51767859825	3
0.45	2	0.451047273886364	1.27730201454545	3
0.5	0	0	0.319325503636364	3
0.55	0	0	0.0532209172727273	3
0.6	0	0	0.0532209172727273	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
