VAF	Data	Mmin	Mmax	CN
0.1	1210	1248.12376345455	1322.31370833518	2
0.15	1158	1081.42582198845	1131.38748204909	2
0.2	1096	1004.68456529723	1041.08205681091	2
0.25	1032	946.371488878182	990.147594405227	2
0.3	935	892.390136108773	936.202951158273	2
0.35	777	827.047186139682	874.182212971318	2
0.4	656	708.457073850273	765.448607460954	2
0.45	488	513.547864377864	562.775333989409	2
0.5	320	333.983235291455	386.991785715818	2
0.55	148	137.991094906636	180.647559998818	2
0.6	43	48.45656964	70.9044426209545	2
0.65	0	9.15902585240909	20.9427825603182	2
0.7	0	0.734190449090909	4.79059268031818	2
0.75	0	0	1.46838089818182	2
0.8	0	0	0.734190449090909	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	140	125.882733073114	132.000937608879	3
0.15	126	112.475810758614	116.829722275242	3
0.2	110	104.479671141288	108.644652729136	3
0.25	93	90.4860716795227	95.8329307165833	3
0.3	69	61.6181467722046	67.0516578818636	3
0.35	49	29.8878624175758	34.1494397584848	3
0.4	30	9.23199704618939	11.9352576061061	3
0.45	10	1.27705267649242	2.61376743575758	3
0.5	4	0.0568210312121212	0.598041353507575	3
0.55	0	0	0.113642062424242	3
0.6	0	0	0.0568210312121212	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
