VAF	Data	Mmin	Mmax	CN
0.1	588	584.512591874545	627.1882128065	2
0.15	555	529.840508927659	552.36052324325	2
0.2	527	500.789302852727	521.720125108182	2
0.25	503	478.676276747659	501.971506702341	2
0.3	476	453.86937629675	477.939821890523	2
0.35	413	416.542743274523	449.256843244159	2
0.4	338	357.742637049477	391.890885951432	2
0.45	250	261.247670373636	296.53936234325	2
0.5	182	178.667824419477	213.223061531954	2
0.55	76	73.6067249316818	107.425507187023	2
0.6	29	31.7838412027273	52.3851968115682	2
0.65	0	8.52737203	19.7873791877954	2
0.7	0	0	6.20172511272727	2
0.75	0	0	3.10086255636364	2
0.8	0	0	0.775215639090909	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
