VAF	Data	Mmin	Mmax	CN
0.1	44	31.2955775322273	34.6430602824091	1
0.15	41	24.4724208571818	26.5343638084318	1
0.2	27	21.3329464281818	22.9317080595909	1
0.25	20	19.0593671036364	20.5637993800909	1
0.3	13	17.0506355833864	18.1886345963636	1
0.35	10	16.1569254127273	17.1244059763636	1
0.4	9	15.2607965406591	16.2052994409091	1
0.45	9	14.48681208975	15.3369856350455	1
0.5	9	14.0998198642955	14.9475747081818	1
0.55	9	13.4963538627273	14.3187123418182	1
0.6	7	13.2290873570227	13.9571164811591	1
0.65	7	12.77074344	13.5955206205	1
0.7	6	12.3837512145455	13.18313203025	1
0.75	5	11.9483849609091	12.8674914963636	1
0.8	3	10.8079672465227	12.0935070454545	1
0.85	3	8.92379884884091	10.4971641154545	1
0.9	2	6.26322729884091	8.12925543595454	1
0.95	1	2.12845724	3.77317419818182	1
1	1	1.45122084545455	2.99918974727273	1
0.1	667	655.244946111795	697.384710247273	2
0.15	557	529.246868209977	555.655186281841	2
0.2	483	472.108204975432	494.505828416409	2
0.25	449	431.470162117273	452.366064280932	2
0.3	413	396.234653122636	418.284316755455	2
0.35	367	359.680559591818	383.854609421818	2
0.4	301	298.879161534545	328.56562727275	2
0.45	220	209.819764319932	248.443303025591	2
0.5	159	136.217108057227	169.950895774545	2
0.55	66	55.2889821490682	79.8476191354546	2
0.6	18	19.3941808863409	35.1622542981818	2
0.65	0	3.27814766634091	11.3727916245682	2
0.7	0	0	3.66273482272727	2
0.75	0	0	1.46509392909091	2
0.8	0	0	0.384587156386357	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
