VAF	Data	Mmin	Mmax	CN
0.1	799	803.703761449697	841.34828367397	2
0.15	789	754.422601752697	778.103159009697	2
0.2	763	728.821999312697	750.214017866727	2
0.25	732	709.834885836364	730.005057455758	2
0.3	699	676.845018601182	703.628679184242	2
0.35	609	626.826871864242	657.082129293333	2
0.4	524	544.92433845203	580.357899556485	2
0.45	400	401.037316101758	445.334116081273	2
0.5	279	274.993137876333	316.962610361303	2
0.55	118	124.492626562394	164.503265072788	2
0.6	38	50.7939225684545	77.2090896315455	2
0.65	0	14.7397407987879	27.5594364145757	2
0.7	0	2.32732749454545	9.71659228972727	2
0.75	0	0	3.87887915757576	2
0.8	0	0	1.5515516630303	2
0.85	0	0	0.407282311545448	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
