VAF	Data	Mmin	Mmax	CN
0.1	17	17.3056866643258	19.4846947019242	1
0.15	17	14.6654405012955	16.0531796430833	1
0.2	16	13.3775155437197	14.3925614009091	1
0.25	16	12.4912621822879	13.3622214348485	1
0.3	16	11.7998074706894	12.3962777166667	1
0.35	16	11.4303339984848	11.9302098726439	1
0.4	16	11.1083527590909	11.5438323853712	1
0.45	16	10.7541733957576	11.2218511459773	1
0.5	16	10.6253809	11.0608605262803	1
0.55	16	10.3830900173561	10.8829658915152	1
0.6	16	10.2220993976591	10.6897771478788	1
0.65	16	10.0780127930303	10.5778886671894	1
0.7	14	9.86792003432576	10.4168980474924	1
0.75	14	9.56284281	10.2406133189242	1
0.8	14	8.96637256402273	9.78822967757576	1
0.85	12	7.50055297168182	8.51720873506818	1
0.9	11	5.13479581523485	6.60222531377273	1
0.95	11	1.96086574790909	2.94693329355303	1
1	10	1.39981343826515	2.39956518658333	1
0.1	562	568.372871772659	607.397142397341	2
0.15	529	498.777908526833	523.012619224848	2
0.2	490	466.862710457811	487.063904812189	2
0.25	456	446.695128739629	463.215739430439	2
0.3	441	422.846963357879	439.653281456364	2
0.35	388	390.22589992872	411.099347007038	2
0.4	321	334.075991161682	360.327460031515	2
0.45	220	241.338727894242	271.270780427644	2
0.5	151	154.937446549932	185.894684487341	2
0.55	53	64.8219689058561	92.098623179697	2
0.6	13	23.1423000216136	39.6965233486212	2
0.65	0	4.35283638750758	11.4282963069697	2
0.7	0	0	4.03351634363636	2
0.75	0	0	1.34450544787879	2
0.8	0	0	0.672252723939394	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	99	72.3917970454546	75.2113007234849	3
0.15	91	65.159018030303	67.3384527689394	3
0.2	86	60.2304871969697	63.0163872556818	3
0.25	72	51.3975358333333	55.2411498143939	3
0.3	48	34.8501535776515	38.8553849659091	3
0.35	36	18.2051608087121	21.5127170530303	3
0.4	23	6.39748904924242	8.74494188446969	3
0.45	6	0.990506683712121	2.46586558901515	3
0.5	0	0.0944101685606061	0.612866009469695	3
0.55	0	0	0.128013787878788	3
0.6	0	0	0.0640068939393939	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
