VAF	Data	Mmin	Mmax	CN
0.1	26	35.4953602831818	38.8067267472424	1
0.15	25	27.6932832515455	29.8423481569394	1
0.2	20	24.0282839818788	25.752137393303	1
0.25	17	21.5238820163939	22.7867345896667	1
0.3	17	19.3603309478788	20.5533090872727	1
0.35	16	18.1673528084848	19.2078001714848	1
0.4	14	17.2973308939697	18.2210368247576	1
0.45	14	16.4630983236364	17.2990351484545	1
0.5	13	15.9859070678788	16.9079087441818	1
0.55	12	15.3723754533333	16.1563325163636	1
0.6	10	15.0315245563636	15.6791412606061	1
0.65	10	14.6386938976061	15.2701201842424	1
0.7	10	14.1453122242424	14.9471639593636	1
0.75	10	13.6502262963939	14.4861631212121	1
0.8	10	12.6617586951818	13.6178454611818	1
0.85	9	10.2902885795152	11.7772506175455	1
0.9	9	6.88348386430303	8.84763715809091	1
0.95	4	2.8435486079697	4.17627561512121	1
1	4	1.39578442309091	2.36976586118182	1
0.1	1016	1025.40207207027	1089.18280682584	2
0.15	903	832.583214809227	870.709327663114	2
0.2	786	742.240517155455	769.354001051545	2
0.25	713	676.769637406364	705.982459294409	2
0.3	628	623.361055611045	652.609459498954	2
0.35	553	569.276415818318	599.2364597035	2
0.4	465	482.491918150909	512.380798036364	2
0.45	345	334.470798718182	375.407889561295	2
0.5	223	212.406748185977	251.208919037273	2
0.55	95	81.8030176865	113.862399563636	2
0.6	27	27.3803488950682	45.9185708240227	2
0.65	0	4.26983998363636	13.5211599481818	2
0.7	0	0	4.26983998363636	2
0.75	0	0	1.0852509958409	2
0.8	0	0	0.711639997272727	2
0.85	0	0	0	2
0.9	0	0	0	2
0.95	0	0	0	2
1	0	0	0	2
0.1	90	67.9485236607955	70.6384707255682	3
0.15	69	57.02457375	59.0799544301136	3
0.2	55	50.8987521153409	53.0693339545455	3
0.25	38	42.8855514909091	45.8923017431818	3
0.3	22	28.2790045278409	31.7811197642045	3
0.35	11	12.6116468914773	15.3985549318182	3
0.4	6	3.43587456988636	5.01221043011363	3
0.45	2	0.384003863636364	1.03681043181818	3
0.5	2	0	0.230402318181818	3
0.55	0	0	0.0384003863636364	3
0.6	0	0	0	3
0.65	0	0	0	3
0.7	0	0	0	3
0.75	0	0	0	3
0.8	0	0	0	3
0.85	0	0	0	3
0.9	0	0	0	3
0.95	0	0	0	3
1	0	0	0	3
