x	p	B	CN	Peak
0	2.95609129786428e-08	1	1	non-amplified
0.0714285714285714	1.08636355196512e-06	1	1	non-amplified
0.142857142857143	1.85360781054049e-05	1	1	non-amplified
0.214285714285714	0.00019462882010675	1	1	non-amplified
0.285714285714286	0.00140497679514561	1	1	non-amplified
0.357142857142857	0.00737612817451444	1	1	non-amplified
0.428571428571429	0.0290435046871506	1	1	non-amplified
0.5	0.0871305140614518	1	1	non-amplified
0.571428571428571	0.200127899484897	1	1	non-amplified
0.642857142857143	0.35022382409857	1	1	non-amplified
0.714285714285714	0.459668769129372	1	1	non-amplified
0.785714285714286	0.438774734168946	1	1	non-amplified
0.857142857142857	0.28794591929837	1	1	non-amplified
0.928571428571429	0.116285852024342	1	1	non-amplified
1	0.0218035972545641	1	1	non-amplified
0	2.31954094968148e-06	1	2	non-amplified
0.0285714285714286	5.87883654488236e-05	1	2	non-amplified
0.0571428571428571	0.000723705050525176	1	2	non-amplified
0.0857142857142857	0.00576468505763158	1	2	non-amplified
0.114285714285714	0.0333954168855898	1	2	non-amplified
0.142857142857143	0.149933906155303	1	2	non-amplified
0.171428571428571	0.542864142976097	1	2	non-amplified
0.2	1.62859242892829	1	2	non-amplified
0.228571428571429	4.12763943193893	1	2	non-amplified
0.257142857142857	8.96694083490184	1	2	non-amplified
0.285714285714286	16.8825851581255	1	2	non-amplified
0.314285714285714	27.7848188339056	1	2	non-amplified
0.342857142857143	40.2400824491047	1	2	non-amplified
0.371428571428571	51.5542700873145	1	2	non-amplified
0.4	58.6652038924613	1	2	non-amplified
0.428571428571429	59.4743791185642	1	2	non-amplified
0.457142857142857	53.8345673055969	1	2	non-amplified
0.485714285714286	43.5699642087894	1	2	non-amplified
0.514285714285714	31.5506637373992	1	2	non-amplified
0.542857142857143	20.4420815866633	1	2	non-amplified
0.571428571428571	11.8423093329636	1	2	non-amplified
0.6	6.12533241360187	1	2	non-amplified
0.628571428571429	2.82264534419898	1	2	non-amplified
0.657142857142857	1.15529562063916	1	2	non-amplified
0.685714285714286	0.418296690231419	1	2	non-amplified
0.714285714285714	0.133277979922011	1	2	non-amplified
0.742857142857143	0.0371198617819924	1	2	non-amplified
0.771428571428571	0.00895996663703266	1	2	non-amplified
0.8	0.00185378620076538	1	2	non-amplified
0.828571428571429	0.00032402683889716	1	2	non-amplified
0.857142857142857	4.69280249437266e-05	1	2	non-amplified
0.885714285714286	5.48102627262657e-06	1	2	non-amplified
0.914285714285714	4.96127378125678e-07	1	2	non-amplified
0.942857142857143	3.26604230114084e-08	1	2	non-amplified
0.971428571428571	1.39121477330543e-09	1	2	non-amplified
1	2.87837539304573e-11	1	2	non-amplified
0	0	2	2	amplified
0.0285714285714286	0	2	2	amplified
0.0571428571428571	0	2	2	amplified
0.0857142857142857	0	2	2	amplified
0.114285714285714	0	2	2	amplified
0.142857142857143	0	2	2	amplified
0.171428571428571	0	2	2	amplified
0.2	0	2	2	amplified
0.228571428571429	0	2	2	amplified
0.257142857142857	0	2	2	amplified
0.285714285714286	0	2	2	amplified
0.314285714285714	0	2	2	amplified
0.342857142857143	0	2	2	amplified
0.371428571428571	0	2	2	amplified
0.4	0	2	2	amplified
0.428571428571429	0	2	2	amplified
0.457142857142857	0	2	2	amplified
0.485714285714286	0	2	2	amplified
0.514285714285714	0	2	2	amplified
0.542857142857143	0	2	2	amplified
0.571428571428571	0	2	2	amplified
0.6	0	2	2	amplified
0.628571428571429	0	2	2	amplified
0.657142857142857	0	2	2	amplified
0.685714285714286	0	2	2	amplified
0.714285714285714	0	2	2	amplified
0.742857142857143	0	2	2	amplified
0.771428571428571	0	2	2	amplified
0.8	0	2	2	amplified
0.828571428571429	0	2	2	amplified
0.857142857142857	0	2	2	amplified
0.885714285714286	0	2	2	amplified
0.914285714285714	0	2	2	amplified
0.942857142857143	0	2	2	amplified
0.971428571428571	0	2	2	amplified
1	0	2	2	amplified
0	1.1663369063966e-07	1	3	non-amplified
0.02	2.44930750343287e-06	1	3	non-amplified
0.04	2.52033742103242e-05	1	3	non-amplified
0.06	0.000169366674693379	1	3	non-amplified
0.08	0.000835824539611828	1	3	non-amplified
0.1	0.0032296260210601	1	3	non-amplified
0.12	0.0101733219663393	1	3	non-amplified
0.14	0.0268575699911357	1	3	non-amplified
0.16	0.060630964254989	1	3	non-amplified
0.18	0.118836689939778	1	3	non-amplified
0.2	0.204636780076298	1	3	non-amplified
0.22	0.312536173207437	1	3	non-amplified
0.24	0.426611876428152	1	3	non-amplified
0.26	0.523748119061023	1	3	non-amplified
0.28	0.581360412157736	1	3	non-amplified
0.3	0.586011295454998	1	3	non-amplified
0.32	0.538397877699279	1	3	non-amplified
0.34	0.452254217267395	1	3	non-amplified
0.36	0.348235747295894	1	3	non-amplified
0.38	0.24633097071878	1	3	non-amplified
0.4	0.160361461937925	1	3	non-amplified
0.42	0.0962168771627551	1	3	non-amplified
0.44	0.0532691619928347	1	3	non-amplified
0.46	0.0272367541319885	1	3	non-amplified
0.48	0.0128693663273645	1	3	non-amplified
0.5	0.00562133921179283	1	3	non-amplified
0.52	0.0022701562201471	1	3	non-amplified
0.54	0.000847524988854922	1	3	non-amplified
0.56	0.000292396121154947	1	3	non-amplified
0.58	9.31634537748868e-05	1	3	non-amplified
0.6	2.73900554098166e-05	1	3	non-amplified
0.62	7.42182146588578e-06	1	3	non-amplified
0.64	1.85081672805528e-06	1	3	non-amplified
0.66	4.24005286790846e-07	1	3	non-amplified
0.68	8.90411102260775e-08	1	3	non-amplified
0.7	1.70958931634068e-08	1	3	non-amplified
0.72	2.9917813035962e-09	1	3	non-amplified
0.74	4.75450650409338e-10	1	3	non-amplified
0.76	6.83147513482897e-11	1	3	non-amplified
0.78	8.82836786654818e-12	1	3	non-amplified
0.8	1.01967648858632e-12	1	3	non-amplified
0.82	1.04454664684452e-13	1	3	non-amplified
0.84	9.40091982160072e-15	1	3	non-amplified
0.86	7.34583502339032e-16	1	3	non-amplified
0.88	4.90835340199263e-17	1	3	non-amplified
0.9	2.74867790511586e-18	1	3	non-amplified
0.92	1.25483121755289e-19	1	3	non-amplified
0.94	4.48535413933796e-21	1	3	non-amplified
0.96	1.17740546157622e-22	1	3	non-amplified
0.98	2.01840936270212e-24	1	3	non-amplified
1	1.69546386466976e-26	1	3	non-amplified
0	4.54310740380892e-19	2	3	amplified
0.02	3.28983639586161e-17	2	3	amplified
0.04	1.16732470735918e-15	2	3	amplified
0.06	2.70497311498403e-14	2	3	amplified
0.08	4.60311804222281e-13	2	3	amplified
0.1	6.13325797074103e-12	2	3	amplified
0.12	6.66198710614971e-11	2	3	amplified
0.14	6.0647055035294e-10	2	3	amplified
0.16	4.72105954283365e-09	2	3	amplified
0.18	3.19078507032897e-08	2	3	amplified
0.2	1.89466616934706e-07	2	3	amplified
0.22	9.97817919906917e-07	2	3	amplified
0.24	4.69662572645839e-06	2	3	amplified
0.26	1.98827975051129e-05	2	3	amplified
0.28	7.6103121485088e-05	2	3	amplified
0.3	0.000264523953299892	2	3	amplified
0.32	0.000838039248600949	2	3	amplified
0.34	0.00242742403043033	2	3	amplified
0.36	0.00644522932217712	2	3	amplified
