x	p	B	CN	Peak
0	0	1	2	non-amplified
0.0384615384615385	0	1	2	non-amplified
0.0769230769230769	0	1	2	non-amplified
0.115384615384615	0	1	2	non-amplified
0.153846153846154	0	1	2	non-amplified
0.192307692307692	0	1	2	non-amplified
0.230769230769231	0	1	2	non-amplified
0.269230769230769	0	1	2	non-amplified
0.307692307692308	0	1	2	non-amplified
0.346153846153846	0	1	2	non-amplified
0.384615384615385	0	1	2	non-amplified
0.423076923076923	0	1	2	non-amplified
0.461538461538462	0	1	2	non-amplified
0.5	0	1	2	non-amplified
0.538461538461538	0	1	2	non-amplified
0.576923076923077	0	1	2	non-amplified
0.615384615384615	0	1	2	non-amplified
0.653846153846154	0	1	2	non-amplified
0.692307692307692	0	1	2	non-amplified
0.730769230769231	0	1	2	non-amplified
0.769230769230769	0	1	2	non-amplified
0.807692307692308	0	1	2	non-amplified
0.846153846153846	0	1	2	non-amplified
0.884615384615385	0	1	2	non-amplified
0.923076923076923	0	1	2	non-amplified
0.961538461538462	0	1	2	non-amplified
1	0	1	2	non-amplified
0	0	2	2	amplified
0.0384615384615385	0	2	2	amplified
0.0769230769230769	0	2	2	amplified
0.115384615384615	0	2	2	amplified
0.153846153846154	0	2	2	amplified
0.192307692307692	0	2	2	amplified
0.230769230769231	0	2	2	amplified
0.269230769230769	0	2	2	amplified
0.307692307692308	0	2	2	amplified
0.346153846153846	0	2	2	amplified
0.384615384615385	0	2	2	amplified
0.423076923076923	0	2	2	amplified
0.461538461538462	0	2	2	amplified
0.5	0	2	2	amplified
0.538461538461538	0	2	2	amplified
0.576923076923077	0	2	2	amplified
0.615384615384615	0	2	2	amplified
0.653846153846154	0	2	2	amplified
0.692307692307692	0	2	2	amplified
0.730769230769231	0	2	2	amplified
0.769230769230769	0	2	2	amplified
0.807692307692308	0	2	2	amplified
0.846153846153846	0	2	2	amplified
0.884615384615385	0	2	2	amplified
0.923076923076923	0	2	2	amplified
0.961538461538462	0	2	2	amplified
1	0	2	2	amplified
0	0.00323994676423228	1	4	non-amplified
0.025	0.0402200287973665	1	4	non-amplified
0.05	0.243400519101303	1	4	non-amplified
0.075	0.956815833708572	1	4	non-amplified
0.1	2.74672131573236	1	4	non-amplified
0.125	6.13750142273991	1	4	non-amplified
0.15	11.1109939549602	1	4	non-amplified
