x	p	B	CN	Peak
0	1.80361670837134e-07	1	2	non-amplified
0.03125	4.91652554578259e-06	1	2	non-amplified
0.0625	6.49163465582038e-05	1	2	non-amplified
0.09375	0.000552991100310625	1	2	non-amplified
0.125	0.00341523207321469	1	2	non-amplified
0.15625	0.0162919218900019	1	2	non-amplified
0.1875	0.0624523672450073	1	2	non-amplified
0.21875	0.197600611706425	1	2	non-amplified
0.25	0.526020146903678	1	2	non-amplified
0.28125	1.19490996333675	1	2	non-amplified
0.3125	2.34113840964867	1	2	non-amplified
0.34375	3.98860617940144	1	2	non-amplified
0.375	5.945977730404	1	2	non-amplified
0.40625	7.79244944725311	1	2	non-amplified
0.4375	9.00873123928468	1	2	non-amplified
0.46875	9.20892526682434	1	2	non-amplified
0.5	8.33493004474147	1	2	non-amplified
0.53125	6.68247114698227	1	2	non-amplified
0.5625	4.74372951791951	1	2	non-amplified
0.59375	2.97754562333349	1	2	non-amplified
0.625	1.64867803958651	1	2	non-amplified
0.65625	0.802531109216712	1	2	non-amplified
0.6875	0.341818805777489	1	2	non-amplified
0.71875	0.126599557695367	1	2	non-amplified
0.75	0.0404415253749088	1	2	non-amplified
0.78125	0.0110240602503455	1	2	non-amplified
0.8125	0.00252831011439547	1	2	non-amplified
0.84375	0.000478610145111899	1	2	non-amplified
0.875	7.28044532908314e-05	1	2	non-amplified
0.90625	8.55429080811815e-06	1	2	non-amplified
0.9375	7.28698846617471e-07	1	2	non-amplified
0.96875	4.00479652860259e-08	1	2	non-amplified
1	1.06609166849375e-09	1	2	non-amplified
0	1.58456325028526e-35	2	2	amplified
0.03125	5.83119276104966e-33	2	2	amplified
0.0625	1.03941010965712e-30	2	2	amplified
0.09375	1.19532162610569e-28	2	2	amplified
0.125	9.96599405765618e-27	2	2	amplified
0.15625	6.41810017313054e-25	2	2	amplified
0.1875	3.32136683959505e-23	2	2	amplified
0.21875	1.41869812148419e-21	2	2	amplified
0.25	5.09844637408379e-20	2	2	amplified
0.28125	1.56352355471904e-18	2	2	amplified
0.3125	4.13551980223189e-17	2	2	amplified
0.34375	9.51169554513328e-16	2	2	amplified
0.375	1.91422872845806e-14	2	2	amplified
0.40625	3.38671236573352e-13	2	2	amplified
0.4375	5.28569037080552e-12	2	2	amplified
0.46875	7.29425271171156e-11	2	2	amplified
0.5	8.91266503212259e-10	2	2	amplified
0.53125	9.64664921123863e-09	2	2	amplified
0.5625	9.24470549410367e-08	2	2	amplified
0.59375	7.83367149763522e-07	2	2	amplified
0.625	5.85566944448231e-06	2	2	amplified
0.65625	3.84801134923125e-05	2	2	amplified
0.6875	0.000221260652580797	2	2	amplified
0.71875	0.00110630326290398	2	2	amplified
0.75	0.00477093282127343	2	2	amplified
0.78125	0.0175570327822863	2	2	amplified
0.8125	0.0543592745759248	2	2	amplified
0.84375	0.138918146138475	2	2	amplified
0.875	0.285278335820082	2	2	amplified
0.90625	0.452510463714613	2	2	amplified
0.9375	0.520387033271805	2	2	amplified
0.96875	0.386093605330694	2	2	amplified
1	0.138752389415718	2	2	amplified
