x	p	B	CN	Peak
0	4.04054362396419e-14	1	1	non-amplified
0.0714285714285714	5.3739230198724e-12	1	1	non-amplified
0.142857142857143	3.31839746477121e-10	1	1	non-amplified
0.214285714285714	1.26099103661305e-08	1	1	non-amplified
0.285714285714286	3.2943390831516e-07	1	1	non-amplified
0.357142857142857	6.25924425798802e-06	1	1	non-amplified
0.428571428571429	8.91942306763293e-05	1	1	non-amplified
0.5	0.000968394504485864	1	1	non-amplified
0.571428571428571	0.0080497793185387	1	1	non-amplified
0.642857142857143	0.0509819356840784	1	1	non-amplified
0.714285714285714	0.242164194499372	1	1	non-amplified
0.785714285714286	0.836567217361467	1	1	non-amplified
0.857142857142857	1.98684714123348	1	1	non-amplified
0.928571428571429	2.90385351411047	1	1	non-amplified
1	1.9704720274321	1	1	non-amplified
0	3.56283718102111e-06	1	2	non-amplified
0.032258064516129	9.99290999819724e-05	1	2	non-amplified
0.0645161290322581	0.0013561806426125	1	2	non-amplified
0.0967741935483871	0.0118611989536425	1	2	non-amplified
0.129032258064516	0.0751209267064027	1	2	non-amplified
0.161290322580645	0.367019384765567	1	2	non-amplified
0.193548387096774	1.43894901646183	1	2	non-amplified
0.225806451612903	4.64966518924741	1	2	non-amplified
0.258064516129032	12.6205197993858	1	2	non-amplified
0.290322580645161	29.1807785837651	1	2	non-amplified
0.32258064516129	58.0836449905422	1	2	non-amplified
0.354838709677419	100.326295892754	1	2	non-amplified
0.387096774193548	151.285684282725	1	2	non-amplified
0.419354838709677	200.051765663237	1	2	non-amplified
0.451612903225806	232.713278424581	1	2	non-amplified
0.483870967741935	238.623456924253	1	2	non-amplified
0.516129032258065	215.897413407658	1	2	non-amplified
0.548387096774194	172.355077930483	1	2	non-amplified
0.580645161290323	121.286906691821	1	2	non-amplified
0.612903225806452	75.0823708092228	1	2	non-amplified
0.645161290322581	40.7590012964351	1	2	non-amplified
0.67741935483871	19.3166241971767	1	2	non-amplified
0.709677419354839	7.94406622827616	1	2	non-amplified
0.741935483870968	2.81249549696733	1	2	non-amplified
0.774193548387097	0.848212927656814	1	2	non-amplified
0.806451612903226	0.214880608339726	1	2	non-amplified
0.838709677419355	0.0448651819610418	1	2	non-amplified
0.870967741935484	0.00751709397936325	1	2	non-amplified
0.903225806451613	0.000971597181006138	1	2	non-amplified
0.935483870967742	9.0937667187766e-05	1	2	non-amplified
0.967741935483871	5.4851291319605e-06	1	2	non-amplified
1	1.60088254235407e-07	1	2	non-amplified
0	0	2	2	amplified
0.032258064516129	0	2	2	amplified
0.0645161290322581	0	2	2	amplified
0.0967741935483871	0	2	2	amplified
0.129032258064516	0	2	2	amplified
0.161290322580645	0	2	2	amplified
0.193548387096774	0	2	2	amplified
0.225806451612903	0	2	2	amplified
0.258064516129032	0	2	2	amplified
0.290322580645161	0	2	2	amplified
0.32258064516129	0	2	2	amplified
0.354838709677419	0	2	2	amplified
0.387096774193548	0	2	2	amplified
0.419354838709677	0	2	2	amplified
0.451612903225806	0	2	2	amplified
0.483870967741935	0	2	2	amplified
0.516129032258065	0	2	2	amplified
0.548387096774194	0	2	2	amplified
0.580645161290323	0	2	2	amplified
0.612903225806452	0	2	2	amplified
0.645161290322581	0	2	2	amplified
0.67741935483871	0	2	2	amplified
0.709677419354839	0	2	2	amplified
0.741935483870968	0	2	2	amplified
0.774193548387097	0	2	2	amplified
0.806451612903226	0	2	2	amplified
0.838709677419355	0	2	2	amplified
0.870967741935484	0	2	2	amplified
0.903225806451613	0	2	2	amplified
0.935483870967742	0	2	2	amplified
0.967741935483871	0	2	2	amplified
1	0	2	2	amplified
