x	p	B	CN	Peak
0	0	1	1	non-amplified
0.0833333333333333	0	1	1	non-amplified
0.166666666666667	0	1	1	non-amplified
0.25	0	1	1	non-amplified
0.333333333333333	0	1	1	non-amplified
0.416666666666667	0	1	1	non-amplified
0.5	0	1	1	non-amplified
0.583333333333333	0	1	1	non-amplified
0.666666666666667	0	1	1	non-amplified
0.75	0	1	1	non-amplified
0.833333333333333	0	1	1	non-amplified
0.916666666666667	0	1	1	non-amplified
1	8	1	1	non-amplified
0	7.00950622558594e-05	1	2	non-amplified
0.0434782608695652	0.00161218643188477	1	2	non-amplified
0.0869565217391304	0.0177340507507324	1	2	non-amplified
0.130434782608696	0.124138355255127	1	2	non-amplified
0.173913043478261	0.620691776275633	1	2	non-amplified
0.217391304347826	2.35862874984741	1	2	non-amplified
0.260869565217391	7.07588624954223	1	2	non-amplified
0.304347826086957	17.1842951774597	1	2	non-amplified
0.347826086956522	34.3685903549195	1	2	non-amplified
0.391304347826087	57.2809839248657	1	2	non-amplified
0.434782608695652	80.193377494812	1	2	non-amplified
0.478260869565217	94.7739915847778	1	2	non-amplified
0.521739130434783	94.7739915847778	1	2	non-amplified
0.565217391304348	80.193377494812	1	2	non-amplified
0.608695652173913	57.2809839248658	1	2	non-amplified
0.652173913043478	34.3685903549195	1	2	non-amplified
0.695652173913043	17.1842951774597	1	2	non-amplified
0.739130434782609	7.07588624954223	1	2	non-amplified
0.782608695652174	2.35862874984741	1	2	non-amplified
0.826086956521739	0.620691776275633	1	2	non-amplified
0.869565217391304	0.124138355255127	1	2	non-amplified
0.91304347826087	0.0177340507507324	1	2	non-amplified
0.956521739130435	0.00161218643188477	1	2	non-amplified
1	7.00950622558594e-05	1	2	non-amplified
0	0	2	2	amplified
0.0434782608695652	0	2	2	amplified
0.0869565217391304	0	2	2	amplified
0.130434782608696	0	2	2	amplified
0.173913043478261	0	2	2	amplified
0.217391304347826	0	2	2	amplified
0.260869565217391	0	2	2	amplified
0.304347826086957	0	2	2	amplified
0.347826086956522	0	2	2	amplified
0.391304347826087	0	2	2	amplified
0.434782608695652	0	2	2	amplified
0.478260869565217	0	2	2	amplified
0.521739130434783	0	2	2	amplified
0.565217391304348	0	2	2	amplified
0.608695652173913	0	2	2	amplified
0.652173913043478	0	2	2	amplified
0.695652173913043	0	2	2	amplified
0.739130434782609	0	2	2	amplified
0.782608695652174	0	2	2	amplified
0.826086956521739	0	2	2	amplified
0.869565217391304	0	2	2	amplified
0.91304347826087	0	2	2	amplified
0.956521739130435	0	2	2	amplified
1	0	2	2	amplified
0	0.000474874966229977	1	3	non-amplified
0.0294117647058824	0.00807287442590961	1	3	non-amplified
0.0588235294117647	0.0666012140137541	1	3	non-amplified
0.0882352941176471	0.355206474740022	1	3	non-amplified
0.117647058823529	1.37642508961758	1	3	non-amplified
0.147058823529412	4.12927526885275	1	3	non-amplified
0.176470588235294	9.97908189972751	1	3	non-amplified
0.205882352941176	19.958163799455	1	3	non-amplified
0.235294117647059	33.6794014115803	1	3	non-amplified
0.264705882352941	48.6480242611714	1	3	non-amplified
0.294117647058824	60.8100303264643	1	3	non-amplified
0.323529411764706	66.3382149015974	1	3	non-amplified
0.352941176470588	63.5741226140308	1	3	non-amplified
0.382352941176471	53.7934883657184	1	3	non-amplified
0.411764705882353	40.3451162742888	1	3	non-amplified
0.441176470588235	26.8967441828592	1	3	non-amplified
0.470588235294118	15.9699418585726	1	3	non-amplified
0.5	8.45467510159726	1	3	non-amplified
0.529411764705882	3.99248546464316	1	3	non-amplified
0.558823529411765	1.6810465114287	1	3	non-amplified
0.588235294117647	0.630392441785763	1	3	non-amplified
0.617647058823529	0.210130813928586	1	3	non-amplified
0.647058823529412	0.0620841041152643	1	3	non-amplified
0.676470588235294	0.0161958532474603	1	3	non-amplified
0.705882352941177	0.00371154970254297	1	3	non-amplified
0.735294117647059	0.000742309940508598	1	3	non-amplified
0.764705882352941	0.000128476720472642	1	3	non-amplified
0.794117647058823	1.90335882181692e-05	1	3	non-amplified
0.823529411764706	2.37919852727113e-06	1	3	non-amplified
0.852941176470588	2.46123985579772e-07	1	3	non-amplified
0.882352941176471	2.05103321316478e-08	1	3	non-amplified
0.911764705882353	1.32324723429985e-09	1	3	non-amplified
0.941176470588235	6.20272141078057e-11	1	3	non-amplified
0.970588235294118	1.87961254872138e-12	1	3	non-amplified
1	2.76413610106085e-14	1	3	non-amplified
0	7.04615456713226e-15	2	3	amplified
0.0294117647058824	4.79138510564994e-13	2	3	amplified
0.0588235294117647	1.58115708486448e-11	2	3	amplified
0.0882352941176471	3.37313511437756e-10	2	3	amplified
0.117647058823529	5.22835942728523e-09	2	3	amplified
0.147058823529412	6.27403131274224e-08	2	3	amplified
0.176470588235294	6.06489693565082e-07	2	3	amplified
0.205882352941176	4.85191754852069e-06	2	3	amplified
0.235294117647059	3.27504434525146e-05	2	3	amplified
0.264705882352941	0.000189224784392307	2	3	amplified
0.294117647058824	0.000946123921961527	2	3	amplified
0.323529411764706	0.0041285407503776	2	3	amplified
0.352941176470588	0.0158260728764474	2	3	amplified
0.382352941176471	0.0535651697356682	2	3	amplified
0.411764705882353	0.160695509207005	2	3	amplified
0.441176470588235	0.428521357885346	2	3	amplified
0.470588235294118	1.0177382249777	2	3	amplified
