x	p	B	CN	Peak
0	0	1	1	non-amplified
0.05	0	1	1	non-amplified
0.1	0	1	1	non-amplified
0.15	0	1	1	non-amplified
0.2	0	1	1	non-amplified
0.25	0	1	1	non-amplified
0.3	0	1	1	non-amplified
0.35	0	1	1	non-amplified
0.4	0	1	1	non-amplified
0.45	0	1	1	non-amplified
0.5	0	1	1	non-amplified
0.55	0	1	1	non-amplified
0.6	0	1	1	non-amplified
0.65	0	1	1	non-amplified
0.7	0	1	1	non-amplified
0.75	0	1	1	non-amplified
0.8	0	1	1	non-amplified
0.85	0	1	1	non-amplified
0.9	0	1	1	non-amplified
0.95	0	1	1	non-amplified
1	8	1	1	non-amplified
0	1.1623342288658e-09	1	2	non-amplified
0.025	4.64933691546322e-08	1	2	non-amplified
0.05	9.06620698515329e-07	1	2	non-amplified
0.075	1.14838621811941e-05	1	2	non-amplified
0.1	0.000106225725176046	1	2	non-amplified
0.125	0.000764825221267529	1	2	non-amplified
0.15	0.00446148045739392	1	2	non-amplified
0.175	0.0216700479359134	1	2	non-amplified
0.2	0.0893889477356421	1	2	non-amplified
0.225	0.317827369726728	1	2	non-amplified
0.25	0.985264846152858	1	2	non-amplified
0.275	2.68708594405326	1	2	non-amplified
0.3	6.49379103146205	1	2	non-amplified
0.325	13.9866268369951	1	2	non-amplified
0.35	26.9742088999191	1	2	non-amplified
0.375	46.7552954265264	1	2	non-amplified
0.4	73.0551491039477	1	2	non-amplified
0.425	103.136681087926	1	2	non-amplified
0.45	131.785759167906	1	2	non-amplified
0.475	152.594036931259	1	2	non-amplified
0.5	160.223738777822	1	2	non-amplified
0.525	152.594036931259	1	2	non-amplified
0.55	131.785759167906	1	2	non-amplified
0.575	103.136681087926	1	2	non-amplified
0.6	73.0551491039477	1	2	non-amplified
0.625	46.7552954265264	1	2	non-amplified
0.65	26.9742088999191	1	2	non-amplified
0.675	13.9866268369951	1	2	non-amplified
0.7	6.49379103146205	1	2	non-amplified
0.725	2.68708594405326	1	2	non-amplified
0.75	0.985264846152858	1	2	non-amplified
0.775	0.317827369726728	1	2	non-amplified
0.8	0.0893889477356419	1	2	non-amplified
0.825	0.0216700479359134	1	2	non-amplified
0.85	0.00446148045739392	1	2	non-amplified
0.875	0.000764825221267529	1	2	non-amplified
0.9	0.000106225725176046	1	2	non-amplified
0.925	1.14838621811941e-05	1	2	non-amplified
0.95	9.06620698515329e-07	1	2	non-amplified
0.975	4.64933691546322e-08	1	2	non-amplified
1	1.1623342288658e-09	1	2	non-amplified
0	0	2	2	amplified
0.025	0	2	2	amplified
0.05	0	2	2	amplified
0.075	0	2	2	amplified
0.1	0	2	2	amplified
0.125	0	2	2	amplified
0.15	0	2	2	amplified
0.175	0	2	2	amplified
0.2	0	2	2	amplified
0.225	0	2	2	amplified
0.25	0	2	2	amplified
0.275	0	2	2	amplified
0.3	0	2	2	amplified
0.325	0	2	2	amplified
0.35	0	2	2	amplified
0.375	0	2	2	amplified
0.4	0	2	2	amplified
0.425	0	2	2	amplified
0.45	0	2	2	amplified
0.475	0	2	2	amplified
0.5	0	2	2	amplified
0.525	0	2	2	amplified
0.55	0	2	2	amplified
0.575	0	2	2	amplified
0.6	0	2	2	amplified
0.625	0	2	2	amplified
0.65	0	2	2	amplified
0.675	0	2	2	amplified
0.7	0	2	2	amplified
0.725	0	2	2	amplified
0.75	0	2	2	amplified
0.775	0	2	2	amplified
0.8	0	2	2	amplified
0.825	0	2	2	amplified
0.85	0	2	2	amplified
0.875	0	2	2	amplified
0.9	0	2	2	amplified
0.925	0	2	2	amplified
0.95	0	2	2	amplified
0.975	0	2	2	amplified
1	0	2	2	amplified
