x	p	B	CN	Peak
0	8.38694329842026e-06	1	2	non-amplified
0.0454545454545455	0.00016037089708942	1	2	non-amplified
0.0909090909090909	0.00146357178511979	1	2	non-amplified
0.136363636363636	0.00848050940910538	1	2	non-amplified
0.181818181818182	0.0350118227240401	1	2	non-amplified
0.227272727272727	0.109551011663632	1	2	non-amplified
0.272727272727273	0.269782164237076	1	2	non-amplified
0.318181818181818	0.535962430420252	1	2	non-amplified
0.363636363636364	0.87344344677132	1	2	non-amplified
0.409090909090909	1.1809173080958	1	2	non-amplified
0.454545454545455	1.3343261920447	1	2	non-amplified
0.5	1.26517249814943	1	2	non-amplified
0.545454545454545	1.00799958380597	1	2	non-amplified
0.590909090909091	0.673932144456907	1	2	non-amplified
0.636363636363636	0.376556211555695	1	2	non-amplified
0.681818181818182	0.174553159749182	1	2	non-amplified
0.727272727272727	0.0663750624980824	1	2	non-amplified
0.772727272727273	0.0203613440758274	1	2	non-amplified
0.818181818181818	0.00491590082827608	1	2	non-amplified
0.863636363636364	0.000899515547525189	1	2	non-amplified
0.909090909090909	0.000117273288672677	1	2	non-amplified
0.954545454545455	9.70753524393316e-06	1	2	non-amplified
1	3.83517747530069e-07	1	2	non-amplified
0	4.70351472144527e-25	2	2	amplified
0.0454545454545455	1.37477016001102e-22	2	2	amplified
0.0909090909090909	1.91780437321535e-20	2	2	amplified
0.136363636363636	1.69862673056216e-18	2	2	amplified
0.181818181818182	1.07195479746548e-16	2	2	amplified
0.227272727272727	5.12700665987781e-15	2	2	amplified
0.272727272727273	1.92995179268256e-13	2	2	amplified
0.318181818181818	5.86075156635034e-12	2	2	amplified
0.363636363636364	1.45995507768905e-10	2	2	amplified
0.409090909090909	3.01724049389072e-09	2	2	amplified
0.454545454545455	5.21120536730555e-08	2	2	amplified
0.5	7.55286388300387e-07	2	2	amplified
0.545454545454545	9.198309228944e-06	2	2	amplified
0.590909090909091	9.40046987133839e-05	2	2	amplified
0.636363636363636	0.000802876865541861	2	2	amplified
0.681818181818182	0.00568895607583947	2	2	amplified
0.727272727272727	0.0330670571908169	2	2	amplified
0.772727272727273	0.155053932037613	2	2	amplified
0.818181818181818	0.572222844424523	2	2	amplified
0.863636363636364	1.60050299342799	2	2	amplified
0.909090909090909	3.18957382261721	2	2	amplified
0.954545454545455	4.03578728576056	2	2	amplified
1	2.43719621802423	2	2	amplified
0	0.00018403144404426	1	3	non-amplified
0.032258064516129	0.00265281326589802	1	3	non-amplified
0.0645161290322581	0.0185033725296387	1	3	non-amplified
0.0967741935483871	0.0831726595207255	1	3	non-amplified
0.129032258064516	0.270727006739963	1	3	non-amplified
0.161290322580645	0.679795513924043	1	3	non-amplified
0.193548387096774	1.36978796055695	1	3	non-amplified
0.225806451612903	2.27482643449637	1	3	non-amplified
0.258064516129032	3.17338287612244	1	3	non-amplified
0.290322580645161	3.77103665112549	1	3	non-amplified
