Time	Time.lo	Time.up	SegNo	SegId
6.71445963261671e-308	0	0.357142857142857	1	1_2N_II
0.701564989408944	0.219703213173931	0.933083445015077	2	1_3N_II
0.255265301429842	0.060994916642529	0.538466694831843	3	1_3N_II
0.420326491479446	0.0289973954233153	0.827953671706079	4	3_3N_II
0.116099523800812	2.40194491542655e-68	0.292394283536258	5	7_4N_III
0.197173666221511	0.00617895751055455	0.480933368693554	6	10_3N_II
3.82856069230796e-225	2.91699862271082e-225	0.238095238095238	7	12_3N_II
0.907297455634104	0.350129447861912	1	8	14_3N_II
1.1244977284409e-88	9.76537501014464e-89	0.131578947368421	9	17_3N_II
0.251033820226524	1.4518573092169e-54	0.713813870494646	10	19_3N_II
