Time	Time.lo	Time.up	SegNo	SegId
1.83317058488051e-306	0	0.944444434958751	1	2_2N_II
6.41150699939082e-308	0	0.454545454545478	2	2_2N_II
0.471230230012279	0.0716186457273131	0.723623950318518	3	3_4N_II
0.842811114544397	0.488464913213825	0.980065558220655	4	5_4N_II
0.843647142070424	0.461096225806773	0.88479263099926	5	6_4N_II
0.537613532776581	0.16782778874039	0.717545171144244	6	8_4N_II
0.958679361032814	0.3780107898624	1	7	9_4N_II
0.511225469356508	0.240622658032071	0.880176028935745	8	10_4N_II
0.250257754888063	0	0.652622721117241	9	10_4N_IV
0.822741762218616	0.1995511689104	0.997867442744257	10	11_4N_II
0.569173297933191	0.237944325631303	0.880076415981361	11	12_4N_II
0.330132951484441	1.84174600670581e-23	0.90013887797511	12	16_4N_II
0.872906096616329	0.320018124663645	1	13	17_4N_II
0.141803043546186	2.81709634866398e-38	0.645938504293168	14	20_4N_II
