Time	Time.lo	Time.up	SegNo	SegId
1	0.842115044726031	1	1	2_3N_II
0.99544733016435	0.799935069504242	1	2	5_3N_II
0.68867642258839	0.336047777173667	0.984236266198959	3	6_2N_II
0.935016126496453	0.789727161907536	0.990835474488015	4	6_2N_II
0.892336081087894	0.621601272069284	1	5	9_3N_II
1	0.786281094680234	1	6	12_3N_II
0.88054813384033	0.501789293280434	1	7	13_3N_II
1	0.807816504701928	1	8	14_3N_II
0.94208580812331	0.730676874639554	1	9	15_2N_II
0.898728475907447	0.711073481744863	0.952874836370591	10	18_2N_II
0.600902585339343	0.0386294295090139	1	11	19_3N_III
1	0.659551228117276	1	12	19_3N_II
0.779197823988178	0.27528168174907	1	13	20_3N_II
0.818401659921051	0.484570584152754	1	14	21_3N_II
