Time	Time.lo	Time.up	SegNo	SegId
4.60433473919446e-178	3.75168015786216e-178	0.185185185185185	1	1_4N_III
6.3120726274615e-308	0	0.032258064516129	2	4_4N_IV
0.0273626171988559	8.5849453599828e-63	0.118823865587455	3	5_4N_III
0.749456431675705	0.527649217994552	0.864417965244651	4	8_3N_II
0.556557664734652	0.366673925674862	0.6442378219173	5	9_4N_II
6.8777861232686e-308	0	0.0602409638554217	6	10_4N_IV
0.512681689580724	0.372297847448621	0.633752147117371	7	11_4N_II
2.67013326612208e-107	2.40835549493364e-107	0.0980392156862745	8	12_4N_III
0.644178321600495	0.545691091892542	0.734576039812994	9	13_4N_II
0.0604190021296159	1.49823918189452e-105	0.193429460456048	10	14_4N_III
0.750159604350298	0.310438225636411	1	11	15_3N_II
0.888313097553682	0.57380475227387	1	12	16_3N_II
0.667746751157304	0.500151700035204	0.830852738825969	13	20_4N_II
5.08967741814501e-308	0	0.185185185185185	14	21_3N_III
5.33035667767422e-308	0	0.357142857142857	15	22_3N_III
