Time	Time.lo	Time.up	SegNo	SegId
0.427940732921904	0.214185742061133	0.614676776719016	1	1_4N_II
0.4992032084519	0.19510423941483	0.733273798051011	2	2_4N_II
0.273797374749733	0.158104585071355	0.510918942564271	3	2_4N_II
0.278875430196474	0.0941253837315389	0.53791567726555	4	3_3N_II
0.461178528843424	0.259195752732576	0.665188130325601	5	4_4N_II
0.340438404700654	0.137518317335852	0.561513662484116	6	4_4N_II
0.309297529719325	1.01987546289126e-47	0.733212151789868	7	5_4N_II
0.43762083075418	1.67087552865257e-17	0.958223920730175	8	5_4N_II
0.329518230335841	0.176608648221657	0.567851036390195	9	9_4N_II
1.8088264089069e-220	1.49695978668157e-220	0.172413793103448	10	10_3N_II
7.45896855082895e-308	5.38703284226535e-308	0.277777777777778	11	11_3N_III
0.354216199818423	0.0228314970255454	0.625924090483949	12	11_3N_III
0.221824767171556	0.0353087228376657	0.431182421634718	13	12_4N_II
0.539809316430375	0.313088357677564	0.808658735137923	14	13_4N_II
0.380972597351552	0.0360969620909209	0.750352996600358	15	13_4N_II
0.426915705252469	0.0579087432835386	0.695544813461945	16	15_4N_II
0.556497591755715	0.103300969599134	0.910528951694653	17	16_4N_II
0.325921970212638	0	0.883293501201921	18	17_3N_III
0.327216855473674	2.64349150174994e-37	0.677117390875647	19	19_4N_II
8.5935955493915e-73	1.06638690535106e-184	0.500000000258912	20	19_4N_II
0.274639215347925	0.0289426765646407	0.649307552940045	21	20_4N_II
2.90003256744531e-53	1.6916856643431e-53	0.416666760903367	22	21_4N_II
0.702028036583211	0.297509368853021	0.869482892047412	23	22_4N_II
