Time	Time.lo	Time.up	SegNo	SegId
0.995066145317026	0.839738048411402	1	1	1_4N_II
0.75373840117004	0.427628663213564	0.905977799202317	2	1_4N_II
0.895855955455679	0.852829975195273	0.926302091292854	3	1_4N_II
0.842434141060883	0.585092217219425	0.953615627135812	4	2_4N_II
0.880705612322849	0.668599642106232	0.964548454130423	5	2_4N_II
0.895698066787788	0.668894969793834	0.960015183241154	6	2_4N_II
0.889162415509922	0.703695149572301	0.947368713292486	7	2_4N_II
0.85262499087931	0.719548412884228	0.939248421587272	8	2_4N_II
0.848118134328707	0.710581806987506	0.909079271619542	9	2_4N_II
0.949881758670094	0.659746344694315	1	10	3_4N_II
0.586490438508849	0.388714340615946	0.719493621568537	11	3_2N_II
0.880606510208005	0.802882502722749	0.912986687011904	12	3_4N_II
0.830025812074184	0.290389649508664	0.999999999999999	13	4_4N_II
0.889293615196947	0.757901935785889	0.942466557446944	14	4_4N_II
0.900788494413411	0.800805514631442	0.941347929213442	15	4_4N_II
0.972275353947845	0.844092728073045	0.999988486752082	16	4_4N_II
0.651952077185313	0.169354970287385	0.958201192233727	17	5_2N_II
0.925610171617986	0.735810605496335	0.985229979665988	18	6_4N_II
0.746287952597386	0.469310298106927	0.938519515177299	19	6_4N_II
0.880742288609466	0.623857248344602	0.957826178872759	20	6_4N_II
0.879235787494191	0.819857726693646	0.94248409418594	21	6_4N_II
0.936085192160127	0.787959800268403	0.975902195647611	22	7_4N_II
0.872614165671895	0.576943194431931	0.994896391979038	23	7_4N_II
0.893087085051749	0.809651282076103	0.926159759386172	24	7_4N_II
0.880088048913257	0.80602687183125	0.925453676520457	25	8_4N_II
0.881306039533185	0.735519892764449	0.94225212355117	26	9_4N_II
0.957773457396241	0.740330876905312	0.999999614775801	27	9_4N_II
0.822840652114569	0.655994330527453	0.914642927903865	28	9_4N_II
0.860056657908739	0.606800526204349	0.972241203939119	29	10_4N_II
0.636585814892927	0.153094680909031	0.82714072505459	30	10_4N_II
0.886015247605911	0.684354821560557	0.970112848216726	31	10_4N_II
0.462312195128828	0.249110090214132	0.692849570257924	32	10_2N_II
0.793629454581608	0.502055881995619	0.863683264137945	33	10_2N_II
0.886392190452837	0.636513397432619	0.992127898989744	34	11_4N_II
0.862805477076383	0.763350173431483	0.940264271192072	35	11_4N_II
0.944078779594698	0.770136105201199	0.995486442606499	36	11_4N_II
0.680155680398311	0.40799180032972	0.818949373220028	37	11_2N_II
0.474023898204534	0.0256475151695648	0.778262760093656	38	12_2N_II
0.888296040902609	0.580884461236704	0.932670778487442	39	12_4N_II
0.9839733291491	0.688412300041524	0.999999999537849	40	12_4N_II
0.707369327131271	0.25530243741801	0.905016820534297	41	12_4N_II
0.979854611645467	0.580611630558993	1	42	13_4N_II
0.838410947471554	0.720842051545858	0.892222689166245	43	13_4N_II
0.82666747690019	0.652931091919599	0.9375992599833	44	14_4N_II
0.967808804135887	0.768656177056778	0.999999999775011	45	14_4N_II
1	0.627896117096514	1	46	15_4N_II
0.816868653014774	0.255986342178464	0.943539403698887	47	15_4N_II
0.918138019608001	0.708266956636928	0.996799336766035	48	15_4N_II
0.649110837444535	0.445001199342549	0.906502908873727	49	15_4N_II
0.810840973839146	0.624576204858191	0.921302824465886	50	16_4N_II
0.333066943352993	8.0352388964379e-38	0.761017626443945	51	17_3N_III
0.893059555857603	0.752673902818153	0.94832217605972	52	17_4N_II
0.906579350922626	0.725524888428462	0.983711801936064	53	18_4N_II
0.846386975057949	0.552613873511695	0.952890817148005	54	18_4N_II
0.871800820694884	0.676041341224034	0.959423830481697	55	18_4N_II
0.851515524966589	0.540330834080876	0.992443361434624	56	19_4N_II
0.834065243654345	0.588954159365745	0.908234205955439	57	19_4N_II
0.92904686008583	0.838925571175472	0.957352163009992	58	20_4N_II
0.938196832217765	0.504776194826251	0.9999999999946	59	22_4N_II
