Time	Time.lo	Time.up	SegNo	SegId
0.00976959627775476	2.19579749919594e-20	0.104418670014858	1	1_3N_II
0.0466942093841781	9.56690713206055e-46	0.150455796842673	2	2_3N_II
0.185160520789336	5.87390545299387e-106	0.497574671706817	3	3_3N_II
4.37782975507642e-186	4.23382219734365e-186	0.0328947368421053	4	4_3N_II
0.0475143514548061	6.90548001563698e-31	0.180824508834604	5	5_3N_II
0.0666779120353267	0.0061738971924658	0.175735073633315	6	7_4N_II
0.479534423217249	0.0390286909575183	0.891024965672292	7	9_3N_II
7.97795661042459e-174	6.31588231658613e-174	0.208333333333333	8	10_3N_II
0.063297445314842	2.72345616358566e-64	0.282370872643416	9	12_3N_II
0.192304049932417	2.68947258932003e-08	0.452333070123128	10	14_3N_II
5.92023593739283e-308	4.86305094857268e-308	0.178571428571429	11	15_2N_II
0.288477913196587	0.0484230675673741	0.532706758750134	12	17_4N_III
0.0441383742426427	8.58439504166614e-59	0.188218003983724	13	18_4N_II
1.59836492339521e-285	1.27869193871617e-285	0.2	14	21_3N_II
