Time	Time.lo	Time.up	SegNo	SegId
0.142318711885781	0.0921062845065062	0.174527040864694	1	1_4N_II
0.229319825419858	0.12159610623311	0.290653346242052	2	2_4N_II
0.263152732745737	0.201813058578736	0.386153755686093	3	3_4N_II
0.219859377187112	0.120749894920887	0.290896159527321	4	4_4N_II
0.170538591916029	0.150352374268638	0.244717819211169	5	5_4N_II
0.232454958842902	0.126100692903889	0.343306751592611	6	6_4N_II
0.179689081306176	0.0660993137206612	0.259756891657682	7	7_4N_II
0.361837987975871	0.236561149105896	0.442846634235	8	8_4N_II
0.269694432841243	0.220066726512424	0.40752336136788	9	9_4N_II
0.247844013264266	0.183592575680747	0.312902584997996	10	10_4N_II
0.208107687553384	0.123640777831238	0.275959749038412	11	11_4N_II
0.468365351380175	0.37469228110414	0.949553046997299	12	12_4N_II
1.86062175823066e-25	1.71966556442531e-25	0.133226704213871	13	12_4N_III
0.11042761328577	0.040176397668425	0.225286989132287	14	13_4N_II
0.340173329427203	0.159535344458135	0.590870958704224	15	14_3N_II
0.254917940888324	0.0711995636234041	0.504804532432281	16	15_4N_II
0.251720101728077	0.0379058962745108	0.393076183631229	17	16_3N_II
0.463898750565155	0.333792478280092	0.612595012656046	18	17_4N_II
0.453603276751975	0.228568390918456	0.642309334425889	19	18_4N_II
9.58909871166625e-15	4.01605421396877e-80	0.750767100535324	20	18_3N_II
0.327818203959423	0.223583505667856	0.537703437775477	21	19_4N_II
0.33498950739837	0.139074565139439	0.434189933706814	22	20_4N_II
0.11975844166311	2.79634675084266e-39	0.333405556566115	23	22_4N_II
