Time	Time.lo	Time.up	SegNo	SegId
0.910813023166611	0.759291815188242	0.950437582185837	1	2_4N_II
0.860062556587135	0.657248449675162	0.949109565850889	2	2_4N_II
0.883284034748703	0.756606519295765	0.951006256196779	3	5_4N_II
0.436763170268287	0.124943059686234	0.677816719013229	4	7_4N_IV
0.673558397823749	0.394215129067169	0.771939362160314	5	7_4N_IV
0.856894834913978	0.689717356891398	0.918675302143871	6	8_4N_II
0.825560987180692	0.0483193348779558	1	7	8_4N_II
0.793916283455964	0.559437266856143	0.927562851287967	8	9_4N_II
0.81349482349692	0.681722342094038	0.882158765102442	9	10_4N_II
0.945650799686271	0.811214243901712	0.971250988334128	10	11_4N_II
0.556961606313073	2.05785187381247e-37	0.904128338555863	11	12_4N_IV
0.648822861653783	0.488468619536559	0.791368764711001	12	12_4N_IV
0.869452448370321	0.773036532356416	0.936868152719678	13	13_4N_II
0.742932787749706	0.605801389828288	0.885299443203646	14	15_4N_II
0.902709334761969	0.713977793348413	0.975552389388194	15	16_4N_II
0.833743448584132	0.637211439032502	0.96412512519617	16	17_4N_II
0.809580618637339	0.657192618046315	0.926293043896027	17	18_4N_II
0.69795998070511	0.478203490059304	0.920806601418574	18	20_4N_II
0.596931843163893	0.267843212965178	0.780535323863798	19	22_4N_II
