Time	Time.lo	Time.up	SegNo	SegId
0.0270749750429614	2.18229533351502e-35	0.104991769989778	1	1_4N_II
0.12335824522003	2.27255876584756e-06	0.273386211003286	2	2_4N_III
1.574755015454e-126	1.3431733955343e-126	0.147058823529412	3	2_3N_II
0.0356366184695822	0.00020089299776331	0.227628338130985	4	3_4N_II
2.48549521664319e-100	2.08460889137816e-100	0.161290322580645	5	3_3N_II
0.0465361290990907	2.37169446834933e-32	0.141997938232441	6	4_4N_II
1.48693894406503e-251	9.55889321184663e-252	0.357142857142857	7	5_3N_II
0.0667854997259426	3.64802627307595e-20	0.21808105994945	8	5_4N_II
0.155678214786737	4.21282838876071e-55	0.596509278282019	9	5_4N_II
5.38477395936957e-308	0	0.5	10	5_2N_II
0.0559598833392021	8.95138140381779e-40	0.259022049614792	11	6_4N_II
0.0210598304039491	0.00397317416967565	0.17779773183339	12	8_3N_II
6.65496754616379e-85	6.2053075768284e-85	0.0675675675675676	13	10_4N_II
0.0659481859643171	9.00976902482833e-21	0.341760938103735	14	11_3N_II
0.194217947493593	0.0470445110693674	0.430509084414272	15	12_4N_II
1.79109354519724e-46	1.06483966520909e-49	0.108695653632264	16	14_4N_II
0.13239243964469	5.17960596164657e-29	0.335691244096831	17	15_4N_II
6.19216703935686e-65	5.50414847942832e-65	0.111111111111111	18	16_4N_II
2.037446477302e-183	1.25381321680123e-183	0.384615384615385	19	18_4N_II
0.0684399182609502	2.66496633301155e-67	0.341921171732178	20	19_4N_II
0.203746334654284	1.58520326941909e-57	0.566040617862324	21	20_3N_II
0.214424023555701	0.0202419354448926	0.498561368297487	22	20_4N_II
1.80195787673253e-134	1.20130525115502e-134	0.333333333333333	23	21_4N_II
