Time	Time.lo	Time.up	SegNo	SegId
2.49319517937187e-06	1.36797319405647e-06	0.228706046864392	1	1_4N_II
4.78588361308348e-64	4.03808929853918e-64	0.15625	2	1_4N_II
0.116945802007217	0.0135888894874039	0.296996660401956	3	2_4N_II
0.0577423943290267	6.38689975496068e-10	0.129384266866903	4	3_4N_II
1.20547773774069e-58	1.12918167839001e-58	0.0632911406048513	5	4_4N_II
0.039231456447942	9.43268418404612e-28	0.179046619569599	6	5_4N_II
0.0381965721497462	0.00688412737044544	0.139713016448865	7	6_4N_II
0.0885367182847108	0.00159615458723136	0.283675738168232	8	7_4N_II
3.1339964010409e-78	2.30926050603014e-78	0.263157894736842	9	8_4N_II
0.248703513779342	3.50402519177892e-10	0.841172749707755	10	8_3N_II
0.146053677585205	6.44601444011684e-28	0.578519567661218	11	8_4N_II
3.22269842538926e-149	1.61134921269463e-149	0.5	12	8_3N_II
0.222883243944486	0.0174032018379314	0.573165436241198	13	9_4N_II
0.0760844016310806	0.00354065496531785	0.315734432328159	14	10_4N_II
4.56282816153861e-308	0	0.277777777777778	15	11_2N_II
0.11669984023804	0.0116359999728746	0.2942981223856	16	12_4N_II
1.3019367776206e-41	5.28488969594098e-50	0.119834712218693	17	13_4N_II
0.103240383660727	4.59126273810776e-44	0.418509041172487	18	14_4N_II
0.12808659226682	0.0197439041605927	0.510578354244464	19	15_4N_II
1.15766215578087e-32	9.43280275080706e-33	0.359166758347577	20	16_4N_II
3.33854998580485e-308	0	0.833333333333333	21	17_3N_III
2.18462587878972e-116	1.72949548737519e-116	0.208333333333333	22	18_4N_II
4.30381583207357e-22	1.1681855747814e-36	0.250008732139629	23	19_4N_II
0.132063062980742	1.89706196448535e-33	0.470332908246657	24	20_4N_II
7.74097988192061e-67	5.46422109312043e-67	0.29411764705947	25	21_4N_II
0.212904906070251	2.2037712988978e-18	0.803341429644565	26	22_4N_II
